track,artist,year,acousticness,danceability,duration_ms,energy,key,liveness,loudness,speechiness,tempo,valence,charted,weeks-on-board
Zgubiłem się,N3RV,2017.0,0.000103,0.586,224000.0,0.918,A#/Bb,0.238,-5.235,0.375,105.001,0.578,False,0
Dwa trzynaście,PRO8L3M,2016.0,0.485,0.474,172396.0,0.723,A#/Bb,0.247,-5.872999999999998,0.304,171.741,0.716,False,0
The Line,QC,2018.0,0.0109,0.612,147792.0,0.43,E,0.84,-14.254,0.0363,129.989,0.358,False,0
Elaar Ya Elaar,Raymonde,2017.0,0.735,0.373,367047.0,0.451,F#/Gb,0.174,-16.133,0.284,172.834,0.768,False,0
Gje Meg Handa Di Venn,Kurt Nilsen,2010.0,0.8740000000000001,0.349,224947.0,0.0977,D,0.151,-14.489,0.0389,129.566,0.158,False,0
Doğa Rahatlatıcı,Doğanın Müziği,2018.0,0.973,0.255,234146.0,0.0451,B,0.105,-26.751,0.064,118.053,0.115,False,0
Movie,French Montana,2011.0,0.0252,0.6,229529.0,0.921,F,0.0881,-6.2170000000000005,0.301,154.776,0.457,False,0
Sin Cuenta,Lng Sht,2018.0,0.447,0.631,175219.0,0.836,C#/Db,0.111,-5.095,0.207,93.846,0.5720000000000001,False,0
I Wish - Radio Edit,R. Kelly,2011.0,0.0929,0.625,312307.0,0.45,F#/Gb,0.6609999999999999,-9.82,0.105,79.01100000000002,0.6859999999999999,False,0
PK6128C,The Trick,2016.0,0.000393,0.763,334080.0,0.568,C#/Db,0.0612,-13.397,0.0377,124.933,0.0776,False,0
Paper Aeroplane - Original Mix,Francesco Rossi,2013.0,0.251,0.787,438465.0,0.873,B,0.0561,-10.688,0.035,124.015,0.452,False,0
Je bent m'n meisje,Ijsselduo,2018.0,0.254,0.69,201440.0,0.752,A,0.326,-4.85,0.0246,102.003,0.845,False,0
"Mountains - MTV Unplugged Live at Roundhouse, London",Biffy Clyro,2018.0,0.11,0.373,250345.0,0.515,D,0.324,-10.487,0.0391,76.967,0.319,False,0
Ubiquitous dB,ユナ (CV:神田沙也加),2017.0,0.00268,0.491,287987.0,0.95,C#/Db,0.37,-4.035,0.0462,142.01,0.889,False,0
Terra Endins,Txarango,2017.0,0.0317,0.603,262292.0,0.8059999999999999,C,0.0505,-7.266,0.115,159.911,0.8540000000000001,False,0
Bonang ho hlahile Maru,Teboho Moloi,2014.0,0.727,0.252,374805.0,0.501,G#/Ab,0.116,-7.1110000000000015,0.0347,120.349,0.291,False,0
FEMA,Migos,2013.0,0.475,0.8540000000000001,250896.0,0.5479999999999999,C,0.096,-6.877999999999999,0.39,134.94899999999998,0.617,False,0
Absence of Fear,Bliss,2013.0,0.298,0.5870000000000001,302947.0,0.447,A,0.293,-9.884,0.0485,156.72799999999995,0.246,False,0
Koko,Omar Gomez,2018.0,0.00501,0.607,201848.0,0.496,G#/Ab,0.148,-10.796,0.058,175.972,0.401,False,0
Dermanın Olayım,Ahmet Aslan,2015.0,0.93,0.54,232523.0,0.337,A,0.116,-12.215,0.031,123.689,0.304,False,0
Pass The Knife,Cypress Hill,2018.0,0.0108,0.583,216996.0,0.433,C#/Db,0.234,-11.025,0.261,150.804,0.11,False,0
Planet Rave,S3RL,2018.0,0.00148,0.648,122384.0,0.984,G,0.165,-5.872999999999998,0.331,155.042,0.518,False,0
Zrikh Chak,Sabrina,2016.0,0.121,0.737,384183.0,0.727,B,0.0733,-8.504,0.0376,122.048,0.948,False,0
Qwikflikthruthefiles,Scratcha DVA,2018.0,0.748,0.528,48874.0,0.404,F,0.284,-15.298,0.505,135.914,0.807,False,0
La Vicenta,Natalia Cruz,2018.0,0.775,0.4920000000000001,391002.0,0.695,D,0.364,-4.792,0.0826,165.003,0.968,False,0
This Is How Fking Babies Are Made,Komes,2013.0,0.0176,0.914,306148.0,0.911,G,0.153,-4.88,0.129,128.002,0.51,False,0
IOU,Per QX,2017.0,0.0439,0.8079999999999999,383560.0,0.903,F#/Gb,0.376,-5.752000000000002,0.293,119.016,0.684,False,0
Touch Down Bordstein,GFM,2018.0,0.486,0.7759999999999999,261040.0,0.8270000000000001,D,0.108,-5.169,0.335,137.996,0.502,False,0
San Aeraki,Notis Sfakianakis,2014.0,0.184,0.4920000000000001,191877.0,0.755,F#/Gb,0.313,-4.595,0.07,180.13099999999997,0.696,False,0
Elle,K.ZIA,2018.0,0.855,0.6779999999999999,257761.0,0.136,C#/Db,0.1689999999999999,-8.996,0.112,108.62,0.321,False,0
Unlimited God (feat. Nathaniel Bassey),Olumide Iyun,2017.0,0.13,0.7090000000000001,360000.0,0.8029999999999999,B,0.112,-5.29,0.0583,149.999,0.958,False,0
DDR,Flo Mega,2011.0,0.0752,0.7090000000000001,197907.0,0.835,A,0.302,-3.46,0.0279,137.02,0.961,False,0
Kapitel 13: Die Schneegeist-Jagd,Dragons - Auf zu neuen Ufern,2017.0,0.78,0.75,136227.0,0.611,C#/Db,0.63,-9.845,0.931,62.868,0.856,False,0
Ojalá Que No Me Extrañes,Octubre Doce,2016.0,0.763,0.557,256250.0,0.422,C,0.211,-6.959,0.0328,150.178,0.536,False,0
Sollamaley,Dhilip Varman,2011.0,0.269,0.317,317760.0,0.477,C#/Db,0.104,-10.023,0.0497,171.866,0.19,False,0
Nebghik Mani Mehani,Cheb Hasni,2010.0,0.148,0.624,356187.0,0.608,G,0.108,-13.782,0.0358,169.917,0.916,False,0
Ein schöner Tag,Jan Hegenberg,2012.0,0.0135,0.7090000000000001,194693.0,0.802,E,0.108,-5.136,0.0361,129.972,0.443,False,0
U ime ljubavi,Drazen Zecic,2011.0,0.0414,0.747,221147.0,0.8440000000000001,E,0.0888,-7.991,0.0354,129.999,0.769,False,0
Yas Uykusu - Açık Yara,Zeynep Casalini,2015.0,0.339,0.48,218961.0,0.7859999999999999,C,0.0974,-5.202000000000001,0.0367,153.966,0.363,False,0
"Gluck: Orfeo ed Euridice, Wq. 30, Act 2: ""Anime avventurose"" (Orfeo, Chorus)",Christoph Willibald Gluck,2018.0,0.987,0.482,44880.0,0.0782,C#/Db,0.228,-18.981,0.0587,123.616,0.232,False,0
"Einfach entspannen, Kapitel 13",Thich Nhat Hanh,2016.0,0.409,0.726,42507.0,0.321,A#/Bb,0.14,-20.336,0.939,59.929,0.5429999999999999,False,0
Lắng Nghe Nước Mắt,Mr.Siro,2017.0,0.78,0.478,324049.0,0.35,G,0.0891,-9.798,0.0311,159.916,0.32,False,0
"Женщина, я не танцую",Adessa,2016.0,0.0487,0.8109999999999999,181422.0,0.914,F#/Gb,0.292,-2.104,0.0557,130.058,0.885,False,0
Amazing Grace - HGHTS Remix,Hyper Fenton,2018.0,0.102,0.772,160776.0,0.8370000000000001,G#/Ab,0.0664,-4.0280000000000005,0.0523,100.005,0.52,False,0
Kirakira Days,Ho - Kago Tea Time,2017.0,0.121,0.61,220347.0,0.968,A,0.161,-1.146,0.0356,99.948,0.919,False,0
Transformation,Aume,2018.0,0.8240000000000001,0.203,196330.0,0.0184,G,0.116,-31.601,0.0405,79.032,0.0316,False,0
Zion Youth (feat. Sugus),Alborosie,2016.0,0.114,0.777,218133.0,0.703,E,0.0617,-4.716,0.188,77.696,0.71,False,0
Discorecord,VHS Dreams,2015.0,0.00181,0.608,247821.0,0.908,A#/Bb,0.255,-5.975,0.0364,119.998,0.705,False,0
This Is How We Do It - Jordan Magro Remix,KCB,2017.0,0.0158,0.799,248878.0,0.8220000000000001,F,0.0772,-3.745,0.136,124.942,0.601,False,0
Hands Up (Ruki Vverh),Blade White Terror,2014.0,0.00454,0.39,150152.0,0.899,G,0.107,-6.757999999999999,0.275,160.233,0.514,False,0
Pelea De Barro,Txarrena,2011.0,0.0009,0.607,231387.0,0.861,D#/Eb,0.105,-5.412000000000001,0.0308,135.003,0.723,False,0
Die Zukunft trägt meinen Namen,XAVAS,2012.0,0.0295,0.71,221557.0,0.721,B,0.109,-6.093999999999999,0.255,149.993,0.48,False,0
Overcome the Rocky Path,Falcom Sound Team jdk,2017.0,1.21e-06,0.42,129560.0,0.921,C,0.227,-6.5760000000000005,0.0443,110.055,0.447,False,0
Akhis aus Kosovo,Capital Bra,2016.0,0.0277,0.6729999999999999,185987.0,0.6409999999999999,A,0.184,-9.01,0.346,171.824,0.701,False,0
Cnflctd,Xndrsound,2018.0,0.261,0.669,228049.0,0.484,D,0.105,-11.092,0.122,109.96,0.233,False,0
Ultra Love,Marlon Roudette,2017.0,0.00529,0.632,244160.0,0.826,B,0.245,-3.514,0.0995,110.087,0.404,False,0
Immer noch,Gzuz,2014.0,0.183,0.687,152947.0,0.908,D#/Eb,0.33,-2.964,0.322,90.056,0.778,False,0
Im Free,Wjohnson II,2013.0,0.0256,0.623,196181.0,0.888,D,0.131,-8.048,0.0592,89.978,0.813,False,0
VALENTINE'S LOVE MASHUP 2016 | PARTH1431 & VP3 - MASHUP,PARTH1431 & VP3,2016.0,0.0663,0.585,343092.0,0.672,G#/Ab,0.333,-6.689,0.032,109.931,0.202,False,0
On Doing an Evil Deed Blues,Lil Ugly Mane,2013.0,0.233,0.363,475385.0,0.915,C#/Db,0.357,-5.603,0.478,143.42700000000005,0.319,False,0
Stand By,Qpad,2018.0,0.0798,0.7140000000000001,308966.0,0.584,G#/Ab,0.201,-9.293,0.0664,87.006,0.104,False,0
Alfredos Bossa Nova Medley - a) Schuld war nur der Bossa Nova; b) Damals in der kleinen Bar; c) The girl from Ipanema,Combo Alfredo,2015.0,0.342,0.882,168227.0,0.601,G,0.0876,-7.3889999999999985,0.0421,142.159,0.818,False,0
Kinky Ka (J.Q. Master Command 2014 Remix) [feat. Brisa & Rican],The Faceless Project,2014.0,0.000656,0.75,548615.0,0.8909999999999999,C#/Db,0.141,-2.785,0.0334,129.999,0.387,False,0
Meine Stadt,Moe Mitchell,2012.0,0.0372,0.687,199347.0,0.488,C#/Db,0.0893,-7.1610000000000005,0.142,88.76700000000002,0.705,False,0
Dante L'Elefante,YF Group,2018.0,0.0114,0.84,156800.0,0.877,G#/Ab,0.0397,-4.362,0.0437,150.012,0.98,False,0
House of Night - Gejagt - Teil 37,P.C. Cast,2011.0,0.777,0.713,295453.0,0.305,F,0.147,-14.764,0.95,129.36,0.353,False,0
Sex Bump Twist - Dub Mix,Mo-Do,2011.0,0.073,0.664,338250.0,0.927,G,0.136,-8.015,0.0644,169.991,0.528,False,0
Lost in Your Memory,Michael FK,2017.0,0.58,0.451,246857.0,0.535,A,0.111,-11.026,0.0352,105.103,0.0385,False,0
Praying To A God,Mr. Probz,2018.0,0.348,0.591,220495.0,0.201,D#/Eb,0.101,-17.134,0.0504,109.328,0.0763,False,0
Yksinkertanen,Kriso,2010.0,0.779,0.721,216202.0,0.727,A,0.0851,-5.437,0.102,91.206,0.6709999999999999,False,0
"Eine Nacht, die nie vergeht",G.G. Anderson,2015.0,0.00663,0.6629999999999999,217187.0,0.936,G,0.213,-3.632,0.0293,129.94899999999998,0.961,False,0
Hlehla Mkhaya Wami,Khuzani,2018.0,0.37,0.624,779347.0,0.836,C,0.0772,-5.332000000000002,0.14,67.817,0.882,False,0
Ayrılık Ölümden Zormuş,Azer Bülbül,2011.0,0.34,0.58,362640.0,0.835,D,0.371,-2.6180000000000003,0.0461,101.94,0.368,False,0
FM Towns Girl,Desired,2018.0,0.509,0.696,108000.0,0.779,G,0.175,-5.1720000000000015,0.341,119.871,0.7070000000000001,False,0
One Night in Bangkok,Marlon V,2015.0,0.00405,0.884,234413.0,0.426,D,0.085,-10.838,0.0545,108.935,0.502,False,0
"Internacional G,S",Robot95,2018.0,0.378,0.6,168649.0,0.634,B,0.302,-9.834,0.399,148.033,0.373,False,0
Yzen High - Original Mix,Infektion,2013.0,5.5200000000000014e-05,0.596,532138.0,0.98,A#/Bb,0.6890000000000001,-4.474,0.0505,145.005,0.242,False,0
Breakfast at Tiffany's,Ufo361,2018.0,0.103,0.726,233088.0,0.523,D,0.151,-6.7010000000000005,0.0496,134.95,0.433,False,0
"And from Somewhere, I Hear",VHS Dreams,2018.0,0.609,0.5770000000000001,363378.0,0.64,G#/Ab,0.125,-11.493,0.0353,108.988,0.708,False,0
Jos Sam Usana Ti Zedan,Ljuba Alicic,2011.0,0.463,0.384,206720.0,0.655,G,0.105,-5.502000000000002,0.0358,155.645,0.304,False,0
Katharinen Polka,"""Echt"" Böhmisch",2017.0,0.946,0.596,140933.0,0.5329999999999999,A#/Bb,0.135,-10.168,0.0637,171.08700000000005,0.899,False,0
Blut im Schatten,Twin,2018.0,0.232,0.639,196040.0,0.792,A#/Bb,0.0471,-5.745,0.353,89.764,0.547,False,0
Pod włos,Oddział Zamknięty,2017.0,6.1e-05,0.469,213676.0,0.904,C#/Db,0.102,-6.0070000000000014,0.0518,112.223,0.499,False,0
Ako odem prijatelji / Ispod bijelog vela,Drazen Zecic,2011.0,0.107,0.569,364560.0,0.6679999999999999,A,0.394,-6.792999999999998,0.0434,126.86,0.841,False,0
Well Well Well,CW Ayon,2018.0,0.000392,0.501,260920.0,0.583,B,0.109,-11.745,0.0303,85.38600000000002,0.945,False,0
Cocky Niggaz,Mr Vmg,2017.0,0.0649,0.687,298976.0,0.629,G,0.145,-6.636,0.41,128.849,0.445,False,0
Electronic Universe (Easter Rave Hymn 2k18) - The Hitmen Radio Edit,DJ Gollum,2018.0,0.0487,0.607,246979.0,0.968,F,0.166,-4.006,0.127,139.968,0.191,False,0
Maya Ma,Sushant KC,2018.0,0.831,0.711,277429.0,0.333,D,0.11,-11.428,0.0268,100.004,0.455,False,0
QTipping,Music Beyond,2018.0,0.00011,0.79,62805.0,0.8740000000000001,E,0.235,-7.892,0.0363,114.023,0.978,False,0
Hvem Eier,Lotta,2011.0,0.132,0.654,188640.0,0.754,C#/Db,0.0787,-5.343999999999999,0.283,165.953,0.943,False,0
election,Taku Iwasaki,2014.0,0.00039,0.477,219120.0,0.642,C#/Db,0.145,-10.792,0.0372,137.019,0.0836,False,0
Lovers and Friends (feat. YK Osiris),Quando Rondo,2018.0,0.221,0.635,181192.0,0.733,G#/Ab,0.11,-5.086,0.0386,150.90200000000004,0.6459999999999999,False,0
Hypnotize Me,TNAN,2018.0,0.000768,0.636,199029.0,0.945,B,0.344,-4.33,0.0476,123.012,0.194,False,0
ようこそジャパリパークへ - PPP ver.,Doubutsu Biscuits,2017.0,0.325,0.593,206000.0,0.973,F,0.0429,-2.94,0.0819,170.018,0.8390000000000001,False,0
原宿いやほい,Kyary Pamyu Pamyu,2018.0,0.063,0.662,221250.0,0.975,G,0.148,-0.544,0.0318,127.995,0.8059999999999999,False,0
The Wanderer - Live,Ski-King,2014.0,0.6990000000000001,0.433,204333.0,0.937,D,0.856,-3.184,0.0745,120.427,0.5379999999999999,False,0
Sweetnighter - Hugh Xdupe Remix,Pedro Soares,2014.0,0.0621,0.8370000000000001,540062.0,0.292,D,0.0772,-8.35,0.054,130.00799999999998,0.575,False,0
Zte - Original Mix,Mad,2014.0,0.000456,0.66,323921.0,0.8809999999999999,F#/Gb,0.477,-5.459,0.138,155.06,0.39,False,0
"Die Originale - Fall 30: Eine Frage der Identität, Teil 5",Sherlock Holmes,2015.0,0.723,0.6829999999999999,103538.0,0.537,A#/Bb,0.34,-17.804000000000006,0.915,70.33,0.6,False,0
"Adi Ennadi Raakkamma (From ""Pattikkada Pattanama"")",T. M. Soundararajan,2018.0,0.6409999999999999,0.484,219987.0,0.6409999999999999,F,0.355,-9.799,0.072,135.093,0.878,False,0
House of Night - Ungezähmt - Teil 38,P.C. Cast,2010.0,0.398,0.715,346013.0,0.309,F#/Gb,0.0734,-12.988,0.952,127.383,0.321,False,0
Useless Magic,Parra for Cuva,2018.0,0.653,0.723,237161.0,0.622,G,0.113,-7.255,0.0531,79.98100000000002,0.627,False,0
Broski In Da Kitchen,TQ,2018.0,0.22,0.748,162325.0,0.415,C#/Db,0.158,-11.107,0.391,145.286,0.217,False,0
Солнце за нас,Zveri,2011.0,0.0433,0.521,208893.0,0.924,F#/Gb,0.0974,-4.894,0.103,149.91299999999995,0.8059999999999999,False,0
Trafalgar Square,Jonathan Wilson,2018.0,0.078,0.43,384427.0,0.58,D,0.337,-8.809,0.0331,114.585,0.206,False,0
Kapitel 13.3 - Weihnachten mit Astrid Lindgren,Astrid Lindgren,2014.0,0.154,0.764,100200.0,0.344,A#/Bb,0.27,-19.037,0.938,101.035,0.307,False,0
Deixa Clarear (feat. Marquinhos Pqd) - Ao Vivo,Vou pro Sereno,2018.0,0.833,0.518,188044.0,0.67,F,0.768,-8.636000000000001,0.0689,112.499,0.913,False,0
You're My Spring,Jung Seung Hwan,2018.0,0.914,0.484,259255.0,0.1669999999999999,A#/Bb,0.189,-13.367,0.0464,129.651,0.313,False,0
"Silber - Das zweite Buch der Träume: Dream a Little Dream, Kapitel 25",Kerstin Gier,2014.0,0.287,0.716,269562.0,0.266,B,0.181,-18.879,0.943,125.845,0.328,False,0
Eisblumen,Udo Jürgens,2010.0,0.725,0.586,205493.0,0.478,G,0.305,-8.222000000000001,0.0348,114.959,0.335,False,0
Doomguy Vs Master Chief Rap Battle,J.T. Machinima,2016.0,0.239,0.703,267337.0,0.925,B,0.0819,-3.242,0.207,74.931,0.8959999999999999,False,0
Yyteri - Original Mix,Ceeryl Air,2010.0,0.00112,0.7929999999999999,443077.0,0.615,A,0.0944,-7.496,0.086,129.995,0.254,False,0
Better Man,Quake City Mobsters,2013.0,0.0072299999999999,0.7070000000000001,203550.0,0.59,A,0.08,-8.052999999999999,0.0319,100.026,0.494,False,0
"Shine - Kai ""Kzr"" Alce's Deep Detroit Dub",Ladybird,2013.0,0.0813,0.6859999999999999,338379.0,0.659,B,0.083,-10.325,0.0382,122.999,0.526,False,0
FDSMH (Für dich schlägt mein Herz) - Instrumental Version,Silbermond,2012.0,0.00214,0.514,187413.0,0.784,D#/Eb,0.103,-6.997000000000001,0.0285,142.012,0.368,False,0
"A Me T'Fole, A Mos Me T'Fole",Shyhreti Behluli,2014.0,0.595,0.605,195507.0,0.838,D#/Eb,0.292,-5.5760000000000005,0.0488,119.921,0.878,False,0
Ujung Aspal Pondok Gede,Iwan Fals,2011.0,0.696,0.56,308773.0,0.605,G,0.272,-4.824,0.0255,130.675,0.382,False,0
Zmrd A Bastard,Psycho Rhyme,2017.0,0.166,0.607,177490.0,0.599,A,0.1689999999999999,-8.328,0.25,172.11700000000005,0.273,False,0
Uoc Gi,Mỹ Tâm,2011.0,0.339,0.5660000000000001,332960.0,0.353,G,0.143,-7.602,0.0331,123.877,0.182,False,0
"A WCM Theme Song: Downtime, WCM Style",WCM,2013.0,0.000259,0.7290000000000001,146130.0,0.375,G,0.153,-8.366,0.211,183.992,0.202,False,0
Meine Runde,Execute,2017.0,0.0655,0.8809999999999999,169718.0,0.684,C#/Db,0.147,-3.898,0.0535,105.996,0.529,False,0
"Folge 114: Der Ruf des Cthulhu (Teil 1 von 2), Kapitel 22",Gruselkabinett,2016.0,0.579,0.727,105507.0,0.466,C#/Db,0.623,-21.818,0.862,69.34,0.476,False,0
Police Encounters,FFS,2015.0,0.209,0.649,190747.0,0.979,C,0.151,-3.505,0.0539,94.647,0.6,False,0
DFA,DAT ADAM,2015.0,0.104,0.588,310501.0,0.529,G,0.412,-6.692,0.13,139.996,0.1669999999999999,False,0
I CRUSHED THE HEAD OF THE SERPENT,7xvn,2018.0,0.275,0.528,88002.0,0.96,E,0.157,-2.596,0.305,105.072,0.253,False,0
Doomsday Trance,Falcom Sound Team jdk,2017.0,2.65e-05,0.4320000000000001,192353.0,0.995,E,0.252,-5.312,0.083,140.003,0.252,False,0
girl,jhfly,2016.0,0.807,0.723,159674.0,0.0505,G,0.127,-22.439,0.0521,80.027,0.283,False,0
Lozoomi Nadare,TM Bax,2018.0,0.196,0.816,232072.0,0.669,C,0.0861,-7.314,0.206,124.992,0.9,False,0
warm (feat. Raury),The Neighbourhood,2014.0,0.7170000000000001,0.324,357067.0,0.476,F#/Gb,0.0835,-8.577,0.0418,142.097,0.104,False,0
Qwerty - Original Mix,Juniperum,2016.0,0.105,0.882,303010.0,0.478,A#/Bb,0.653,-9.137,0.133,119.981,0.56,False,0
You Are Already Dead,Xfruge,2018.0,0.451,0.679,60236.0,0.912,C#/Db,0.165,-5.801,0.0372,88.06299999999997,0.966,False,0
Safezone,Execute,2017.0,0.182,0.77,185964.0,0.763,G,0.349,-7.152,0.181,119.974,0.767,False,0
Serás,Charly Humos,2016.0,0.535,0.672,238733.0,0.58,F,0.135,-7.009,0.183,90.068,0.588,False,0
Baby C'mon,Jet Trash,2015.0,8.99e-06,0.314,178732.0,0.8270000000000001,E,0.0985,-3.894,0.0455,179.949,0.45,False,0
"Earan Kaatin Eenam Pole - From ""Salala Mobiles""",Shreya Ghoshal,2017.0,0.75,0.57,327785.0,0.37,D,0.0768,-8.586,0.0337,97.568,0.277,False,0
Gläns Över Sjö Och Strand,Nils Landgren,2016.0,0.99,0.328,203817.0,0.143,E,0.0969,-12.372,0.0397,86.536,0.111,False,0
Nazischweine,Eight Balls,2010.0,0.0764,0.446,176267.0,0.976,D,0.371,-4.28,0.0877,131.925,0.615,False,0
Wild Animals,Lorat Tlorfli,2015.0,0.92,0.284,30061.0,0.0312,A#/Bb,0.108,-39.797,0.0442,143.75799999999995,0.0375,False,0
Can't Hold Us Down,Axwell /\ Ingrosso,2017.0,0.0166,0.524,378467.0,0.6920000000000001,C,0.184,-7.075,0.0805,124.998,0.0376,False,0
Been Thru The Storm,Black Thought,2015.0,0.0351,0.718,182653.0,0.6579999999999999,F#/Gb,0.31,-8.199,0.329,90.31,0.685,False,0
Running After Years,Manu Katché,2014.0,0.551,0.364,376533.0,0.38,C#/Db,0.064,-14.108,0.03,92.94,0.606,False,0
Hörst du die Trommeln,Faun,2018.0,0.0175,0.516,204507.0,0.816,G,0.136,-7.666,0.0827,119.953,0.397,False,0
Das Spinnennetz,Robin White & Nick Elrond,2011.0,0.586,0.7120000000000001,132707.0,0.226,G,0.321,-17.89,0.948,64.068,0.461,False,0
Ära Der Ente (EnteTainment vs. Jaspa) [Jbb],EnteTainment,2015.0,0.338,0.568,205172.0,0.963,F,0.23,-5.809,0.581,89.601,0.298,False,0
DoubleCup - Frostschutz-Remix,H.T.R.,2017.0,0.266,0.851,212078.0,0.7290000000000001,G#/Ab,0.112,-6.727,0.103,145.069,0.324,False,0
I Dont Wanna Kick The Cup,CW Da Youngblood,2018.0,0.186,0.653,143040.0,0.8640000000000001,F#/Gb,0.109,-4.758,0.327,90.03,0.42,False,0
Het Maakt Niet Uit (feat. Brace),RBDjan,2013.0,0.057,0.344,220500.0,0.7909999999999999,A#/Bb,0.183,-7.241,0.124,98.871,0.0738,False,0
Kurre nuk vdes kenga Pukjane,Fran,2017.0,0.754,0.541,288578.0,0.506,A#/Bb,0.0736,-0.687,0.0319,177.94400000000005,0.628,False,0
Mely Superhero - Christian Del Rosario Remix,Qmusse,2016.0,0.00302,0.8079999999999999,392186.0,0.625,C,0.0841,-9.209,0.118,122.99,0.35,False,0
I Still Like You,ビクター ＭＫＩＩ,2018.0,0.586,0.461,140270.0,0.753,C,0.5670000000000001,-6.568,0.14,73.222,0.444,False,0
Njengebhadi,Bulelani Koyo,2016.0,0.199,0.531,268560.0,0.735,F#/Gb,0.598,-5.37,0.085,124.054,0.48,False,0
Runaway - Live,Gentleman,2014.0,0.0623,0.439,383566.0,0.799,A,0.6890000000000001,-6.477,0.33,95.285,0.4920000000000001,False,0
Wvves,kohm,2018.0,0.88,0.701,153619.0,0.314,C,0.142,-16.507,0.141,100.016,0.295,False,0
Klaps auf den Po,Romano,2015.0,0.221,0.789,171067.0,0.816,G,0.0689,-6.937,0.307,165.03,0.8,False,0
Running Back,XWARE,2018.0,0.0424,0.662,196500.0,0.994,G,0.106,-1.141,0.124,160.016,0.556,False,0
Bami Pangang Style,Marco Kraats ft. Betsie Botox,2012.0,0.0632,0.7759999999999999,217078.0,0.718,B,0.0582,-7.621,0.1,132.02700000000002,0.722,False,0
Pain (feat. OverDoz.),A$AP Rocky,2013.0,0.174,0.653,233267.0,0.835,G,0.306,-5.769,0.292,135.041,0.515,False,0
Bukanier,Trettmann,2016.0,0.55,0.815,180653.0,0.416,C#/Db,0.258,-8.815,0.344,109.016,0.417,False,0
"Bizet: Carmen, WD 31: Prélude",Georges Bizet,2012.0,0.843,0.28,199893.0,0.259,D,0.0891,-19.255,0.0383,133.358,0.206,False,0
Fools Cry - Re-RRecording,Fancy,2010.0,0.00445,0.542,336227.0,0.8909999999999999,F,0.163,-6.9,0.0355,128.162,0.531,False,0
Wochenende,Tiger104er,2017.0,0.103,0.893,220312.0,0.622,G,0.103,-6.191,0.29,100.986,0.606,False,0
Stop & Go,QMc,2018.0,0.131,0.88,155611.0,0.961,D,0.0468,-3.914,0.0487,102.987,0.684,False,0
ciRCle,UQiYO,2018.0,0.265,0.6,303867.0,0.633,B,0.175,-4.24,0.027,102.002,0.257,False,0
I Can Feel It - Intro,Cro,2014.0,0.0168,0.5589999999999999,170145.0,0.655,A,0.715,-9.029,0.0775,149.903,0.584,False,0
Unfortunate Symphony,Qkj,2017.0,0.835,0.28,414616.0,0.284,D,0.125,-16.072,0.0336,140.011,0.304,False,0
Ne Amerike Ne Australi,Poni,2013.0,0.706,0.302,204253.0,0.843,F#/Gb,0.0577,-4.268,0.18,79.836,0.654,False,0
Euronymous,Ghostemane,2016.0,0.312,0.777,153685.0,0.711,C,0.205,-3.902,0.1369999999999999,139.97299999999998,0.293,False,0
Zghartou albnate alih,Bnat Issawa,2012.0,0.415,0.568,49400.0,0.916,E,0.387,-3.261,0.0635,176.248,0.825,False,0
Deep Alpha 8 Hz: Pt. 4,Steven Halpern,2012.0,0.98,0.159,241027.0,0.0143,C,0.0996,-32.069,0.0392,141.613,0.0359,False,0
Deal (feat. Fatboy Sse & Lar$$En),Cory North,2017.0,0.39,0.672,191797.0,0.593,C#/Db,0.356,-4.729,0.285,133.648,0.316,False,0
In the Morning - Kiko Franco & Cat Dealers Remix,ZHU,2016.0,0.0142,0.726,334013.0,0.5820000000000001,C#/Db,0.115,-7.187,0.0459,123.006,0.285,False,0
Airport,Lqasfh,2018.0,0.8240000000000001,0.456,132911.0,0.277,F#/Gb,0.115,-11.47,0.0477,100.554,0.933,False,0
Obsidian,XSODOS,2018.0,0.257,0.759,91653.0,0.7609999999999999,C#/Db,0.387,-8.82,0.255,109.969,0.195,False,0
Kapitel 16: Der Taubenmann,Miraculous,2017.0,0.5329999999999999,0.677,110760.0,0.596,C#/Db,0.7879999999999999,-9.312,0.561,124.924,0.489,False,0
WGBA (We Gone Be Alright),Dutchdadutchess,2017.0,0.847,0.684,177586.0,0.5870000000000001,E,0.152,-6.857,0.287,142.108,0.536,False,0
Uopnåelig,Marie Key,2012.0,0.0957,0.7909999999999999,233467.0,0.743,A#/Bb,0.101,-6.814,0.0471,118.989,0.274,False,0
El Amor de Dios Es Maravilloso,NMR Digital,2014.0,0.103,0.518,130873.0,0.632,D,0.199,-7.066,0.0324,124.048,0.972,False,0
Wrong Move,FNNKINGPAPI,2018.0,0.4320000000000001,0.888,136020.0,0.191,A#/Bb,0.134,-15.896,0.288,121.741,0.296,False,0
Autorisation de délirer - Live,Hubert-Félix Thiéfaine,2012.0,0.94,0.321,99787.0,0.218,E,0.267,-15.178,0.0392,111.24,0.0773,False,0
MK Ultra,Really Slow Motion,2015.0,0.0042,0.482,214037.0,0.5920000000000001,D,0.111,-9.33,0.036,130.077,0.117,False,0
HSV Regiert Die Welt,Hamburger FanChants,2016.0,0.984,0.484,37983.0,0.773,A,0.423,-8.285,0.443,128.09799999999998,0.144,False,0
Enjoy,FM Belfast,2017.0,0.0156,0.575,191383.0,0.7609999999999999,C,0.0981,-7.397,0.0627,180.045,0.772,False,0
