track,artist,year,acousticness,danceability,duration_ms,energy,key,liveness,loudness,speechiness,tempo,valence,charted,weeks-on-board
Frmeski Xwen,Farhad Zirak,1992.0,0.768,0.317,407882.0,0.529,E,0.121,-6.985,0.0714,78.221,0.547,False,0
Four Wheel Cowboy,C.W. McCall,1997.0,0.293,0.664,210160.0,0.615,F,0.146,-13.352,0.0333,120.178,0.636,False,0
Karel,Stanislav Hložek,1996.0,0.565,0.7,138760.0,0.742,A#/Bb,0.318,-8.996,0.0451,139.32,0.959,False,0
Volveré en Tus Ojos (Chacarera),Los Gardelitos,1998.0,9.09e-05,0.563,251147.0,0.856,F#/Gb,0.147,-9.081,0.0359,122.476,0.631,False,0
Ycjcyaqftj,Lilys,1993.0,0.00148,0.376,101253.0,0.321,D,0.108,-16.121,0.0352,92.707,0.353,False,0
The Plagues - The Prince Of Egypt/Soundtrack Version,Ralph Fiennes,1998.0,0.7290000000000001,0.463,160440.0,0.415,C,0.0939,-14.067,0.0443,115.444,0.233,False,0
Thinking of the Past,Lei Qiang,1998.0,0.16,0.391,124600.0,0.212,G,0.0776,-12.61,0.0356,112.872,0.57,False,0
Txalaparta,The Chieftains,1996.0,0.765,0.448,77293.0,0.362,A#/Bb,0.113,-14.283,0.097,193.479,0.44,False,0
İyi ki Doğdun,Sertab Erener,1997.0,0.0555,0.757,215640.0,0.7709999999999999,F,0.0767,-6.619,0.0681,103.002,0.701,False,0
Matumba Matumba (Munyengé Mwa Ngando),Eboa Lotin,1995.0,0.129,0.547,199333.0,0.6459999999999999,C,0.0781,-7.229,0.0354,106.801,0.721,False,0
"Hey - 12"" Version",MF DOOM,1999.0,0.192,0.529,248160.0,0.564,G#/Ab,0.254,-9.105,0.27,84.102,0.62,False,0
Ballede om t.t.t.,Allan Olsen,1998.0,0.862,0.633,478493.0,0.524,G,0.0843,-8.99,0.074,98.982,0.513,False,0
Megalomaniac,KMFDM,1997.0,0.000196,0.626,367933.0,0.974,B,0.8759999999999999,-5.31,0.0585,128.019,0.458,False,0
Off To The Sun,XYZ,1991.0,0.00143,0.38,338440.0,0.882,F#/Gb,0.11,-8.196,0.11,167.762,0.335,False,0
Let the Peace of God Reign - Live,Hillsong Worship,1996.0,0.445,0.381,322867.0,0.469,F,0.971,-10.963,0.0368,67.304,0.197,False,0
Bad News (feat. PMD),Das EFX,1995.0,0.063,0.636,140373.0,0.848,C#/Db,0.0979,-7.572,0.398,87.17399999999998,0.755,False,0
For All My Hustlers (feat. TQ),Live Luciano,1999.0,0.00839,0.787,240307.0,0.718,C#/Db,0.362,-7.377999999999999,0.125,101.003,0.581,False,0
Whatcha Gonna Do (feat. MJG),112,1998.0,0.165,0.741,261573.0,0.695,B,0.131,-8.511000000000001,0.0803,92.629,0.578,False,0
O Que Será (À Flor da Pele) - Ao Vivo,Chico Buarque,1997.0,0.852,0.413,154436.0,0.28,E,0.851,-16.548,0.0538,110.854,0.228,False,0
Cassandra,Theatre Of Tragedy,1998.0,0.00547,0.458,408627.0,0.685,A,0.0871,-7.176,0.0273,74.036,0.421,False,0
Mora Testin - Instrumentale,Iliret,1998.0,0.248,0.578,208120.0,0.69,C,0.293,-9.959,0.03,100.926,0.6940000000000001,False,0
Kapitel 20 - Der Pferdegeburtstag (Folge 027),Bibi und Tina,1996.0,0.629,0.66,95676.0,0.402,C#/Db,0.47,-14.961,0.954,76.06,0.419,False,0
Twisted,Playa Circle featuring P.K.O.,1998.0,0.196,0.86,264133.0,0.7090000000000001,D,0.0673,-6.376,0.332,88.867,0.621,False,0
Symphony No.7 In E Major - Ed. Haas: 3. Scherzo. Sehr schnell - Trio. Etwas langsamer,Anton Bruckner,1995.0,0.937,0.198,611000.0,0.161,F,0.0806,-14.550999999999998,0.0354,74.339,0.0616,False,0
Der Weihnachtsmann und sein Geheimnis - Teil 5,Weihnachtsmann & Co.KG,1997.0,0.5589999999999999,0.5479999999999999,84696.0,0.8759999999999999,E,0.315,-9.968,0.887,86.361,0.488,False,0
Родина,ДДТ,1992.0,0.077,0.7559999999999999,277667.0,0.575,G,0.112,-13.205,0.0382,118.89,0.722,False,0
Ukko-Pekka-uu-uu - Chattanooga-Choo-Choo,Eero ja Jussi & The Boys,1995.0,0.555,0.7120000000000001,145613.0,0.83,C,0.299,-4.553999999999999,0.0522,129.469,0.715,False,0
But It's Alright,J.J. Jackson,1995.0,0.628,0.638,172400.0,0.652,C#/Db,0.283,-7.7189999999999985,0.0288,115.918,0.962,False,0
Aquarius,Boards of Canada,1998.0,0.0157,0.708,358080.0,0.507,F#/Gb,0.103,-12.19,0.145,168.78099999999995,0.74,False,0
Padre Que Estas en el Cielo,M'Kaddesh,1990.0,0.674,0.471,555912.0,0.5920000000000001,C#/Db,0.142,-4.396,0.0275,124.111,0.214,False,0
Kapitel 1.25,Howard Phillips Lovecraft,1997.0,0.142,0.56,88951.0,0.172,E,0.723,-29.57,0.948,70.571,0.493,False,0
Kapitel 2.18,Howard Phillips Lovecraft,1997.0,0.468,0.6779999999999999,80289.0,0.314,F#/Gb,0.272,-28.409,0.8909999999999999,102.345,0.5870000000000001,False,0
Kapitel 10 - Das Zirkuspony (Folge 004),Bibi und Tina,1991.0,0.655,0.7120000000000001,92112.0,0.293,E,0.329,-18.289,0.96,92.422,0.389,False,0
"Mlčení Stromů, Vánků A Řek",Lubos Pospisil,1994.0,0.0572,0.5329999999999999,243093.0,0.457,D,0.277,-11.824000000000002,0.0488,119.689,0.672,False,0
Aya benzer,Mustafa Sandal,1999.0,0.139,0.684,230307.0,0.833,F,0.115,-9.62,0.0408,101.013,0.816,False,0
"So War Sie, Die Ddr",Mike Lehmann,1996.0,0.773,0.5589999999999999,118240.0,0.645,C,0.365,-11.608,0.565,87.652,0.628,False,0
Three Buddhas,Xumantra,1998.0,0.961,0.1639999999999999,386533.0,0.00208,B,0.113,-33.036,0.049,128.42700000000002,0.0276,False,0
Lebbi Kthawa,Juliana Jendo,1998.0,0.00207,0.738,319426.0,0.5589999999999999,A#/Bb,0.114,-13.772,0.0566,103.327,0.5710000000000001,False,0
Bill Bailey Won't You Please Come Home,Ella Fitzgerald,1999.0,0.371,0.604,203627.0,0.541,F,0.8079999999999999,-8.676,0.0634,132.284,0.7440000000000001,False,0
My Promiscuous Daughter,CKY,1999.0,0.0069599999999999,0.263,196960.0,0.767,G,0.356,-10.161,0.0525,125.995,0.308,False,0
Kapitel 10: Rudolph ist verschwunden,Weihnachtsmann & Co.KG,1997.0,0.6990000000000001,0.502,214107.0,0.789,G,0.176,-10.645,0.412,151.843,0.5920000000000001,False,0
Än finns det bira kvar,AIK Trubaduren,1998.0,0.524,0.5379999999999999,148872.0,0.848,C,0.261,-9.6,0.0573,186.288,0.866,False,0
My Sweet Potato,Booker T. & the M.G.'s,1992.0,0.284,0.8370000000000001,165520.0,0.5710000000000001,F,0.0891,-11.765,0.0475,118.832,0.7120000000000001,False,0
Mindenki másképp csinálja,Locomotiv GT,1992.0,0.288,0.906,383000.0,0.3670000000000001,F,0.0909,-17.178,0.321,93.213,0.903,False,0
Bheembanch Naav,Anand Shinde,1997.0,0.6920000000000001,0.5379999999999999,364840.0,0.638,G#/Ab,0.18,-11.207,0.126,181.066,0.973,False,0
"L'Arlésienne Suite No.2, WD 28: 2. Intermezzo",Georges Bizet,1994.0,0.991,0.129,240000.0,0.0071,D#/Eb,0.122,-22.798,0.0418,79.26899999999998,0.101,False,0
Sexy-Interlude,TLC,1994.0,0.73,0.653,94867.0,0.457,G,0.0894,-13.389,0.216,84.259,0.5429999999999999,False,0
Knecht Ruprechts Zauberpuder - Teil 5,Weihnachtsmann & Co.KG,1997.0,0.491,0.63,84379.0,0.7879999999999999,F#/Gb,0.136,-10.014,0.562,83.861,0.902,False,0
If It Ain't Ruff - Remastered 2002,N.W.A.,1996.0,0.0188,0.937,216200.0,0.711,G#/Ab,0.13,-6.579,0.311,100.039,0.871,False,0
Just The Two Of Us,Will Smith,1997.0,0.131,0.8240000000000001,315507.0,0.634,F,0.357,-5.835,0.0705,94.574,0.61,False,0
"Elijah, Op.70, MWV A25 / Part 1: Introduction: ""As God the Lord of Israel liveth""",Felix Mendelssohn,1997.0,0.983,0.22,63707.0,0.17,G,0.31,-20.589,0.0471,86.36399999999998,0.0886,False,0
Man-Size,PJ Harvey,1993.0,0.0198,0.685,196307.0,0.307,A,0.108,-19.125,0.0696,128.994,0.8320000000000001,False,0
Derdim Çoktur Hangisine Yanim,Erkan Ogur & Ismail H.Demircioglu,1998.0,0.838,0.71,508610.0,0.44,F,0.0913,-9.1,0.0273,109.186,0.42,False,0
Zprava pro tisk,Orlik,1991.0,0.00845,0.5479999999999999,158027.0,0.908,C,0.046,-7.185,0.0464,130.597,0.816,False,0
W wielkim mieście,Raz Dwa Trzy,1994.0,0.0584,0.593,319240.0,0.411,G,0.068,-15.628,0.0366,104.763,0.6,False,0
Jucătorul De Iubiri,Madalina Manole,1994.0,0.21,0.369,228840.0,0.326,B,0.257,-13.779000000000002,0.0348,86.20700000000002,0.586,False,0
"Le Divertissement Royal de Versailles, LWV 38: Menuet pour les Trompettes (1664-1670)",Jean-Baptiste Lully,1999.0,0.75,0.482,101840.0,0.362,C,0.0808,-14.483,0.0464,84.59,0.741,False,0
Weside Loc’s,Poppa LQ,1995.0,0.00644,0.665,252800.0,0.701,C#/Db,0.249,-11.209,0.15,87.775,0.7759999999999999,False,0
King of The Mountain - 2011 Remaster,Midnight Oil,1990.0,0.0393,0.556,231520.0,0.939,A,0.0816,-3.627,0.0483,147.92600000000004,0.831,False,0
Kapitel 14 - Das Zirkuspony (Folge 004),Bibi und Tina,1991.0,0.7,0.7090000000000001,93627.0,0.691,C,0.222,-17.767,0.69,128.122,0.175,False,0
Zalim,Levent Yüksel,1996.0,0.627,0.6409999999999999,278960.0,0.416,G,0.0934,-13.538,0.045,109.998,0.632,False,0
Flute Sonata in E Minor: III. Presto,Frederick the Great,1994.0,0.993,0.54,193093.0,0.0728,D#/Eb,0.136,-24.016,0.0538,123.699,0.623,False,0
Kapitel 13 - Ein Pferd für Tante Paula (Folge 023),Bibi und Tina,1995.0,0.8690000000000001,0.737,96220.0,0.357,A#/Bb,0.458,-15.485,0.937,79.268,0.607,False,0
O Mal da Liberdade,D.F.C.,1996.0,4.26e-05,0.332,58279.0,0.955,G,0.216,-4.743,0.0757,101.661,0.768,False,0
"The More You Ignore Me, the Closer I Get - 2014 Remaster",Morrissey,1994.0,0.00428,0.409,223693.0,0.66,F#/Gb,0.14,-9.009,0.0273,173.87900000000005,0.7929999999999999,False,0
Watching over Me - Remixed & Remastered,Iced Earth,1998.0,0.00134,0.508,268907.0,0.852,F#/Gb,0.363,-7.842,0.0718,129.174,0.184,False,0
Humrush,KMD,1991.0,0.493,0.77,205000.0,0.28,A,0.309,-14.021,0.389,157.0,0.6409999999999999,False,0
Rockin' Pneumonia,The Lords,1994.0,0.615,0.696,129000.0,0.787,C,0.308,-10.465,0.0412,130.094,0.985,False,0
The Grind (featuring Warren G) (feat. Warren G),TQ,1999.0,0.0171,0.912,211400.0,0.404,C,0.0591,-6.228,0.0998,99.907,0.8909999999999999,False,0
CHEEK TO CHEEK - Top Hat (1935),Irving Berlin,1998.0,0.923,0.397,302173.0,0.16,D,0.118,-11.575,0.0362,74.217,0.408,False,0
Vjen Një Letër,Ilir Shaqiri,1991.0,0.0544,0.364,232292.0,0.342,C,0.631,-14.15,0.0419,74.808,0.127,False,0
Por Eso Me Quedo,Lhasa De Sela,1997.0,0.8170000000000001,0.6940000000000001,231173.0,0.318,C,0.111,-10.745,0.0371,118.075,0.252,False,0
Kolysanka Dla Ani,Ich Troje,1999.0,0.795,0.359,202667.0,0.31,A,0.106,-13.344,0.07,56.48,0.254,False,0
Stupid Mfs - prod. The Alchemist,Group Home,1999.0,0.0228,0.809,277154.0,0.5329999999999999,A#/Bb,0.373,-7.94,0.5379999999999999,95.056,0.374,False,0
Kumovi Kumovi,Ipce Ahmedovski,1990.0,0.272,0.7020000000000001,223400.0,0.6920000000000001,C,0.179,-13.45,0.129,147.52100000000004,0.8,False,0
"Kapitel 13: Streit um ""Axis"" (Folge 14)",Wendy,1995.0,0.693,0.667,94558.0,0.21,A#/Bb,0.478,-19.384,0.962,74.653,0.472,False,0
Gdy się Chrystus rodzi,Stanisław Soyka,1995.0,0.939,0.562,219107.0,0.142,C,0.0989,-11.592,0.0263,64.217,0.425,False,0
Morgen kommt der Weihnachtsmann,Odette und Dominique,1994.0,0.841,0.5920000000000001,49240.0,0.236,D,0.176,-11.848,0.0368,75.766,0.465,False,0
Get It On Tonight,Montell Jordan,1997.0,0.189,0.807,230093.0,0.58,F#/Gb,0.0672,-13.201,0.0938,101.067,0.919,False,0
Nutbush City Limits,Tina Turner,1993.0,0.145,0.741,199933.0,0.765,B,0.0191,-9.683,0.0304,150.203,0.963,False,0
"The Seasons, Op. 37b: VI. June, ""Barcarolle""",Pyotr Ilyich Tchaikovsky,1998.0,0.993,0.309,271200.0,0.0445,G,0.0825,-27.95,0.0481,87.36,0.182,False,0
Kfii,Telectu,1996.0,0.501,0.451,290350.0,0.436,D,0.355,-17.024,0.044,111.839,0.356,False,0
L'altra donna,Pooh,1990.0,0.7170000000000001,0.412,275227.0,0.7170000000000001,F#/Gb,0.0862,-3.56,0.03,143.708,0.291,False,0
Лишь о тебе мечтая,Ruki Vverh!,1998.0,0.0628,0.732,320013.0,0.653,A,0.0761,-6.2360000000000015,0.0301,102.015,0.872,False,0
Porzh Gwenn,Didier Squiban,1999.0,0.994,0.422,199560.0,0.269,C,0.117,-17.202,0.0432,78.139,0.206,False,0
April In Paris,Ella Fitzgerald,1997.0,0.967,0.3720000000000001,396973.0,0.0542,G#/Ab,0.0738,-18.745,0.0438,72.929,0.171,False,0
"Sinfonia No. 12 in G Minor, MWV N12, ""Fuga"": II. Andante",Felix Mendelssohn,1997.0,0.979,0.163,442133.0,0.0427,D#/Eb,0.126,-29.813,0.0401,97.137,0.0451,False,0
"Lara's Theme (from the film ""Dr. Zhivago"")",Andreyev Balalaika Ensemble,1990.0,0.413,0.295,193000.0,0.402,G,0.205,-18.077,0.034,142.029,0.561,False,0
Kapitel 06: Cinderella,Disney - Cinderella,1997.0,0.853,0.65,85867.0,0.305,G,0.629,-15.712,0.908,85.835,0.585,False,0
Am Fenster,City,1995.0,0.126,0.54,394853.0,0.485,F,0.136,-11.074000000000002,0.071,120.648,0.743,False,0
Juke Box Jive,The Rubettes,1990.0,5.51e-06,0.404,182240.0,0.727,F#/Gb,0.0982,-9.938,0.0472,173.425,0.5489999999999999,False,0
Die Säulen der Erde - Teil 28,Ken Follett,1999.0,0.6559999999999999,0.474,701747.0,0.627,F,0.477,-12.107,0.937,85.743,0.477,False,0
Tchintchirote,Cesária Evora,1997.0,0.7040000000000001,0.507,194490.0,0.534,F,0.357,-9.465,0.04,115.66,0.774,False,0
Keine Airbags für die CSU,Terrorgruppe,1997.0,0.0022,0.561,162587.0,0.861,A,0.117,-7.811,0.0837,133.599,0.821,False,0
Tears of the moon,Nobuo Uematsu,1999.0,0.966,0.115,72640.0,0.239,C,0.105,-8.202,0.0313,153.871,0.0297,False,0
Kad Sve Ovo Bude Jučer,Dino Merlin,1995.0,0.353,0.743,272147.0,0.927,A#/Bb,0.32,-5.834,0.231,179.895,0.843,False,0
"Concerto for 2 Violins in A Minor, RV 523: I. Allegro molto",Antonio Vivaldi,1996.0,0.716,0.463,244600.0,0.201,D,0.123,-17.276,0.0377,121.667,0.342,False,0
Kapitel 4: Ein Geschenk für zwei,Weihnachtsmann & Co.KG,1997.0,0.6809999999999999,0.614,181067.0,0.54,C,0.599,-11.419,0.835,80.432,0.6629999999999999,False,0
Tu e nisciuno cchiù,Gigi Finizio,1994.0,0.459,0.475,235667.0,0.546,D#/Eb,0.0686,-10.06,0.0535,88.14200000000002,0.703,False,0
Ich liebe dich,Reinhard Mey,1992.0,0.893,0.6829999999999999,213867.0,0.142,A,0.112,-17.062,0.033,95.588,0.376,False,0
"Clarinet Sonata, FP 184: II. Romanza",Francis Poulenc,1994.0,0.988,0.233,303893.0,0.00197,G,0.0991,-27.563,0.0462,126.634,0.0408,False,0
Stille Nacht,Peter Alexander,1992.0,0.81,0.263,210653.0,0.256,A#/Bb,0.141,-10.153,0.0302,110.634,0.19,False,0
Wkrip,Precise,1998.0,0.302,0.773,57160.0,0.468,A#/Bb,0.204,-9.736,0.496,96.095,0.353,False,0
Elizabet,KFT,1995.0,0.57,0.8390000000000001,241027.0,0.601,C,0.0443,-13.285,0.0363,104.866,0.967,False,0
Tango of Tears,Nobuo Uematsu,1997.0,0.895,0.931,49560.0,0.274,C,0.221,-14.579,0.0697,127.418,0.903,False,0
"Monte Carmelo: ""Dúo de Esperanza y Juan María""",Federico Romero,1999.0,0.987,0.493,207627.0,0.1689999999999999,A,0.287,-10.504,0.0438,89.685,0.315,False,0
Hlustið góðu vinir,Sigrún Hjálmtýsdóttir,1997.0,0.524,0.767,158732.0,0.42,E,0.753,-7.985,0.051,104.593,0.931,False,0
Soy Albañil,Dueto Las Palomas,1999.0,0.867,0.8440000000000001,185307.0,0.325,G,0.163,-8.344,0.0356,96.885,0.962,False,0
Kaos,Gritando HC,1997.0,0.000118,0.0796,113747.0,0.978,A,0.336,-3.895,0.178,191.729,0.12,False,0
Maybe An Angel,Heather Nova,1994.0,0.0238,0.518,307373.0,0.363,B,0.0512,-12.413,0.0264,147.996,0.136,False,0
My Love Is Your Love - VH1 Divas Live 1999,Whitney Houston,1999.0,0.464,0.5870000000000001,215680.0,0.6609999999999999,C,0.944,-10.314,0.0697,81.99600000000002,0.7809999999999999,False,0
"Cello Concerto in B Minor, RV 424",Antonio Vivaldi,1997.0,0.956,0.247,556467.0,0.116,A#/Bb,0.081,-21.716,0.0471,88.803,0.177,False,0
Mpourloto,Stelios Rokkos,1997.0,0.389,0.722,194800.0,0.645,F,0.104,-9.273,0.0386,89.775,0.6629999999999999,False,0
Kapitel 22 - Der Pferdegeburtstag (Folge 027),Bibi und Tina,1996.0,0.7070000000000001,0.747,91909.0,0.488,F#/Gb,0.374,-11.987,0.93,85.87100000000002,0.5760000000000001,False,0
"YTSE Jam - Live at Le Bataclan, Paris, France, 6/25/1998",Dream Theater,1998.0,0.000107,0.251,249667.0,0.932,A,0.195,-8.314,0.0731,128.874,0.351,False,0
103 - Mörderischer Stammbaum - Teil 04,TKKG,1997.0,0.654,0.711,77427.0,0.491,G#/Ab,0.6809999999999999,-9.512,0.665,89.211,0.705,False,0
"Loddar Folge 1 ""Die WM Versager""",Bodo Bach,1998.0,0.935,0.629,106400.0,0.665,C,0.134,-12.413,0.643,84.851,0.929,False,0
Sa Na Min Perase Mia Mera,Giorgos Dimitriadis Kai Oi Mikroi Iroes,1997.0,0.0339,0.555,204360.0,0.764,A,0.0635,-9.162,0.0898,167.389,0.635,False,0
Kapitel 1.11,Howard Phillips Lovecraft,1997.0,0.56,0.5429999999999999,77846.0,0.193,C#/Db,0.334,-25.104,0.943,79.979,0.188,False,0
One-Winged Angel,Nobuo Uematsu,1997.0,0.334,0.6659999999999999,439093.0,0.604,D#/Eb,0.118,-9.924,0.0314,120.17,0.321,False,0
Useful Idiot,TOOL,1996.0,1.18e-05,0.282,38760.0,0.488,A#/Bb,0.445,-24.646,0.7140000000000001,187.92,0.104,False,0
Nobody Knows The Trouble I've Seen,Louis Armstrong,1995.0,0.7190000000000001,0.3670000000000001,294333.0,0.143,A#/Bb,0.301,-16.265,0.0418,128.627,0.124,False,0
"Stabat Mater, R.621: 7. ""Eja Mater"" (Largo)",Antonio Vivaldi,1998.0,0.99,0.471,136000.0,0.0285,C,0.084,-24.323,0.0542,97.257,0.123,False,0
"El Uno, el Dos, el Tres",Mecano,1998.0,0.921,0.374,284973.0,0.308,C,0.161,-10.371,0.0898,64.362,0.105,False,0
Ghir Naachak Fik Oua Nmout,Cheb Hasni,1990.0,0.406,0.257,338053.0,0.8170000000000001,C,0.081,-1.155,0.0525,187.098,0.409,False,0
Xylophone Track,The Magnetic Fields,1999.0,0.7929999999999999,0.442,167240.0,0.593,A#/Bb,0.0795,-8.492,0.0345,92.122,0.3670000000000001,False,0
Sex,Ginuwine,1998.0,0.504,0.845,229253.0,0.608,F#/Gb,0.0837,-8.584,0.0519,109.033,0.8340000000000001,False,0
Kapitel 10 - Die Osterferien (Folge 026),Bibi und Tina,1996.0,0.6809999999999999,0.721,95076.0,0.333,C#/Db,0.797,-15.913,0.957,86.624,0.47,False,0
"088 - Kampf um das Zauberschwert ""Drachenauge"" - Teil 12",TKKG Retro-Archiv,1994.0,0.5579999999999999,0.7440000000000001,103907.0,0.5329999999999999,D#/Eb,0.198,-12.342,0.93,87.685,0.626,False,0
Sydämeeni joulun teen,Kalervo Halonen,1997.0,0.984,0.181,221973.0,0.145,B,0.0907,-20.637,0.0632,75.277,0.108,False,0
I Need Love,*NSYNC,1997.0,4.06e-05,0.56,194960.0,0.981,A,0.35,-4.697,0.0355,129.999,0.8809999999999999,False,0
Kapitel 02 - Das verhexte Osterei (Folge 066),Bibi Blocksberg,1997.0,0.828,0.732,93646.0,0.422,C#/Db,0.142,-14.817,0.961,81.242,0.7120000000000001,False,0
Weiße Rosen schenk' ich Dir,G.G. Anderson,1994.0,0.564,0.316,207093.0,0.38,G,0.184,-10.673,0.0269,81.671,0.312,False,0
Dobro Mi Došla Stara Ljubavi,Baruni,1998.0,0.464,0.747,287000.0,0.841,E,0.14,-7.699,0.0367,126.051,0.8170000000000001,False,0
You Shook Me All Night Long - Live - 1991,AC/DC,1992.0,0.00139,0.462,232600.0,0.981,G,0.929,-4.334,0.0982,138.041,0.6709999999999999,False,0
Zpiva valecnik,MCh Band,1999.0,0.177,0.602,552600.0,0.299,D#/Eb,0.0966,-9.709,0.13,208.037,0.298,False,0
Sensimilla - Remix,IQ,1992.0,0.438,0.813,262507.0,0.7759999999999999,F#/Gb,0.247,-13.238,0.0502,100.849,0.866,False,0
Bang Bang,ZZ Top,1996.0,0.0699,0.474,268200.0,0.8059999999999999,E,0.0736,-7.95,0.0495,179.89700000000005,0.39,False,0
Knecht Ruprechts Zauberpuder - Teil 10,Weihnachtsmann & Co.KG,1997.0,0.677,0.583,92141.0,0.7440000000000001,F,0.314,-7.523,0.56,72.85600000000002,0.865,False,0
Jazz Suite No.2: 7. Dance II,Dmitri Shostakovich,1992.0,0.892,0.416,218267.0,0.129,D,0.0991,-22.727,0.0358,83.53399999999998,0.544,False,0
"Liebes Madchen, hor mir zu, HXXVIa:D1 (attrib. to W.A. Mozart)",Franz Joseph Haydn,1997.0,0.994,0.606,77360.0,0.143,D#/Eb,0.105,-11.859000000000002,0.0439,70.593,0.452,False,0
Vzhiu-Vzhiu,Crank,1999.0,0.0537,0.219,219413.0,0.974,G,0.662,-7.666,0.254,136.218,0.0889,False,0
Reba (7/6/94) - Bonus Track,Phish,1994.0,0.645,0.41,988653.0,0.6459999999999999,A#/Bb,0.917,-8.527999999999999,0.0346,97.07,0.569,False,0
Casanegra,Love Shop,1992.0,0.351,0.613,260156.0,0.774,D,0.479,-9.797,0.0326,122.006,0.838,False,0
Venus,Theatre Of Tragedy,1998.0,0.00733,0.482,333000.0,0.623,E,0.108,-6.444,0.0281,95.032,0.261,False,0
Ta Hromata Tou Barba-Gianni,Giannis Papaioannou,1998.0,0.333,0.611,229427.0,0.5770000000000001,F,0.162,-9.968,0.0441,93.508,0.787,False,0
I kvinnors ögon,Ulf Lundell,1995.0,0.218,0.373,203467.0,0.409,D,0.13,-10.184,0.0385,183.857,0.216,False,0
Hc 2,Long Beach Cake,1995.0,0.657,0.61,61467.0,0.43,D,0.0865,-25.133000000000006,0.0478,96.278,0.7040000000000001,False,0
"Symphony in D Minor, W. I/3: I. Allegro",Johann Christoph Friedrich Bach,1996.0,0.919,0.5529999999999999,185493.0,0.141,D,0.172,-20.375,0.0433,155.444,0.644,False,0
Kapitel 07 - Ein Pferd für Tante Paula (Folge 023),Bibi und Tina,1995.0,0.762,0.6990000000000001,96245.0,0.343,D,0.189,-18.014,0.922,104.945,0.669,False,0
JFK 2 LAX,Gang Starr,1998.0,0.176,0.752,214667.0,0.787,C#/Db,0.271,-5.912000000000001,0.327,88.678,0.7120000000000001,False,0
Rrushja,Shkelzen Jetishi Xeni,1997.0,0.00399,0.669,245293.0,0.561,A,0.26,-13.97,0.0357,127.844,0.853,False,0
Mere Dil Mein Pyar Jagaya,lqbal Kashmiri,1996.0,0.8109999999999999,0.435,346378.0,0.68,D,0.108,-2.22,0.0514,151.313,0.5479999999999999,False,0
Die Karawane zieht weiter... dä Sultan hät Doosch!,Höhner,1998.0,0.293,0.494,194600.0,0.818,A#/Bb,0.0771,-4.897,0.128,103.555,0.574,False,0
La Princesse lontaine - Prelude,Nikolai Tcherepnin,1996.0,0.951,0.1689999999999999,557000.0,0.0416,A,0.0531,-23.122,0.0393,68.94800000000001,0.0362,False,0
QZ5,West Nkosi,1991.0,0.732,0.851,144560.0,0.335,G,0.0875,-13.182,0.0512,130.024,0.956,False,0
080 - Geheimakte Ufo - Teil 37,Die drei ???,1998.0,0.633,0.7440000000000001,85600.0,0.5489999999999999,B,0.382,-10.963,0.905,90.861,0.851,False,0
Kapitel 33: Schneewittchen,Disney - Schneewittchen,1997.0,0.875,0.597,86480.0,0.691,F#/Gb,0.339,-13.191,0.919,137.54399999999998,0.472,False,0
Fort Condor,Nobuo Uematsu,1997.0,0.54,0.643,240933.0,0.479,G,0.0711,-12.027,0.0394,122.251,0.602,False,0
Im Leue z'Jone,Claudia Muff,1992.0,0.184,0.777,131733.0,0.6459999999999999,C#/Db,0.126,-13.395,0.0666,121.664,0.961,False,0
Znám Jednu Krásnou Princeznu,Václav Neckář,1992.0,0.236,0.321,83107.0,0.6729999999999999,C#/Db,0.281,-4.085,0.0328,108.905,0.24,False,0
101 - Opfer fliegen 1. Klasse - Teil 01,TKKG,1997.0,0.619,0.53,89667.0,0.551,G,0.5670000000000001,-7.789,0.469,113.209,0.486,False,0
Gamla bandy-VM,IFK Gamla Saxon,1993.0,0.0754,0.459,77320.0,0.96,C,0.396,-5.695,0.0437,84.09700000000002,0.787,False,0
"Gluck: Orfeo ed Euridice, Wq. 30, Act 3 Scene 1: No. 22, Aria, ""Che farò senza Euridice?"" (Orfeo)",Christoph Willibald Gluck,1999.0,0.982,0.312,233493.0,0.0941,E,0.294,-18.042,0.052,85.208,0.068,False,0
Con Đương Xưa Em Đi,Huong Lan,1992.0,0.655,0.529,256280.0,0.336,A,0.307,-15.026,0.0314,171.882,0.334,False,0
Lost at 22,Life Of Agony,1995.0,0.000134,0.373,220520.0,0.836,F,0.0927,-5.027,0.0624,161.261,0.634,False,0
Gyertyák,V'Moto Rock,1991.0,0.569,0.341,233000.0,0.277,G#/Ab,0.0716,-14.078,0.03,146.594,0.26,False,0
Lado a Lado,CPB,1999.0,0.8320000000000001,0.339,161307.0,0.306,D,0.186,-10.182,0.029,80.002,0.207,False,0
Nobody Like You,Limp Bizkit,1999.0,0.00182,0.377,260107.0,0.8390000000000001,F#/Gb,0.153,-6.425,0.0445,94.78,0.346,False,0
Oceans of Time,Axel Rudi Pell,1998.0,0.0115,0.441,468200.0,0.58,F,0.0839,-5.893,0.0291,135.955,0.17,False,0
Susanne Zur Freiheit,Fischmob,1998.0,0.146,0.715,252013.0,0.602,D,0.13,-7.606,0.226,96.109,0.62,False,0
9 Little Millimeta Boys,8Ball & MJG,1993.0,0.000346,0.8859999999999999,317827.0,0.471,B,0.353,-11.278,0.4970000000000001,156.062,0.591,False,0
Pkk,N.N.,1999.0,0.826,0.718,274874.0,0.272,D,0.181,-15.374,0.0512,149.563,0.919,False,0
