track,artist,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,year,weeks-on-board,charted
How About That,Bad Company,0.661,0.504,D,-10.176,0.0279,0.00103,0.0735,0.156,113.129,326707,1992,13,True
And So It Goes,Billy Joel,0.433,0.0871,C,-14.532,0.0341,0.91,0.113,0.336,135.498,217573,1991,12,True
Feel Me Flow,Naughty By Nature,0.805,0.754,G#/Ab,-6.679,0.156,0.0468,0.0855,0.844,90.214,212560,1995,20,True
Get At Me Dog,DMX Featuring Sheek Of The Lox,0.596,0.623,C#/Db,-8.444,0.496,0.0399,0.729,0.476,97.002,243240,1998,20,True
Genie In A Bottle,Christina Aguilera,0.627,0.8,C#/Db,-6.945,0.162,0.21,0.137,0.912,175.815,217573,1999,25,True
The Boy Is Mine,Brandy & Monica,0.704,0.707,C#/Db,-6.537,0.0391,0.539,0.318,0.761,93.145,294787,1998,27,True
Love Don't Love You,En Vogue,0.832,0.643,F,-6.754,0.0302,0.138,0.246,0.779,107.964,238173,1993,16,True
Heartspark Dollarsign,Everclear,0.356,0.988,G,-5.186,0.149,0.00148,0.0965,0.36,138.265,172173,1996,7,True
Always,Erasure,0.596,0.731,F,-9.961,0.0284,0.296,0.301,0.308,103.027,237800,1994,23,True
Come On Over,Shania Twain,0.635,0.852,B,-6.463,0.0516,0.166,0.309,0.966,76.498,174027,1999,10,True
Feelin' It,JAY-Z,0.558,0.703,A#/Bb,-7.851,0.304,0.322,0.376,0.709,81.849,227360,1997,9,True
All I Want,Susanna Hoffs,0.617,0.559,E,-5.738,0.0269,0.0359,0.141,0.664,111.747,198373,1997,12,True
Holla Holla,Ja Rule,0.883,0.622,B,-7.968,0.35,0.0266,0.0869,0.499,92.969,264533,1999,20,True
Can't Stop,After 7,0.727,0.811,C,-11.547,0.0385,0.245,0.192,0.808,97.098,247907,1991,25,True
Let's Forget About It,Lisa Loeb,0.687,0.789,C,-5.038,0.0308,0.488,0.115,0.634,100.092,165867,1998,7,True
What Becomes Of The Brokenhearted,Paul Young,0.659,0.469,F#/Gb,-11.256,0.0305,0.299,0.036,0.707,95.075,274600,1992,14,True
Far From Yours,O.C. Featuring Yvette Michele,0.59,0.64,B,-8.021,0.314,0.00343,0.174,0.422,172.195,298160,1997,3,True
Gypsy Woman (She's Homeless),Crystal Waters,0.484,0.641,F,-12.612,0.0377,0.000779,0.0738,0.181,119.981,451827,1991,16,True
Unforgettable,Natalie Cole,0.307,0.289,F,-13.369,0.0281,0.851,0.0798,0.145,85.948,210907,1991,17,True
Tres Delinquentes,Delinquent Habits,0.826,0.698,B,-4.004,0.151,0.0177,0.314,0.604,100.108,255693,1996,20,True
Punks Jump Up To Get Beat Down,Brand Nubian,0.859,0.719,C#/Db,-12.815,0.211,0.0423,0.104,0.658,98.221,265800,1993,10,True
Pull Up To The Bumper,Patra,0.798,0.801,C#/Db,-5.858,0.139,0.0773,0.2,0.667,107.516,291493,1995,10,True
Good,Better Than Ezra,0.615,0.657,G,-6.873,0.029,0.000372,0.132,0.792,109.95,185093,1995,20,True
All Nite,Entouch Featuring Keith Sweat,0.798,0.763,C#/Db,-8.713,0.166,0.075,0.169,0.721,102.071,373560,1990,7,True
That's Why I'm Here,Kenny Chesney,0.648,0.285,E,-11.986,0.0343,0.498,0.222,0.212,137.033,243440,1998,7,True
Everlasting Love,Tony Terry,0.535,0.644,G,-11.232,0.0345,0.0329,0.104,0.629,154.062,318933,1992,10,True
Cryin',Aerosmith,0.445,0.856,A,-3.674,0.0327,0.000202,0.367,0.486,105.872,308333,1994,26,True
Stupid Girl,Garbage,0.59,0.802,B,-4.163,0.0356,0.00226,0.0392,0.696,120.051,258133,1996,20,True
It's Your Thing,Mercedes Featuring Master P,0.763,0.741,B,-6.752,0.377,0.318,0.064,0.498,127.965,239547,1999,4,True
Ghetto Love,Da Brat Featuring T-Boz,0.778,0.611,E,-8.796,0.111,0.00451,0.336,0.247,93.926,204000,1997,15,True
"Mama, I'm Coming Home",Ozzy Osbourne,0.282,0.656,G#/Ab,-6.557,0.0302,0.0105,0.0892,0.242,139.352,251867,1992,17,True
Downtown Venus,P.M. Dawn,0.602,0.837,G#/Ab,-10.22,0.0894,0.0129,0.161,0.824,99.019,213133,1995,8,True
Until The End Of Time,Foreigner,0.446,0.754,B,-6.622,0.0275,0.0255,0.161,0.402,171.667,291133,1995,16,True
Real Love,Mary J. Blige,0.769,0.781,C,-5.472,0.0797,0.119,0.0506,0.826,95.02,269973,1993,31,True
Do Anything,Natural Selection,0.654,0.749,B,-9.221,0.0537,0.0746,0.114,0.663,93.847,237373,1991,21,True
Call Me,Le Click,0.633,0.976,C#/Db,-3.475,0.078,0.249,0.339,0.628,139.95,218947,1997,25,True
Mmm Mmm Mmm Mmm,Crash Test Dummies,0.58,0.575,D#/Eb,-7.72,0.0231,0.25,0.0813,0.37,92.934,235173,1994,24,True
In The House Of Stone And Light,Martin Page,0.623,0.797,B,-10.826,0.0509,0.296,0.613,0.802,89.274,300800,1995,35,True
Sleeping With The Lights On,Curtis Stigers,0.675,0.822,F,-7.785,0.0447,0.169,0.254,0.734,104.991,241893,1992,1,True
Method Man,Wu-Tang Clan,0.903,0.519,G,-10.109,0.307,0.0286,0.328,0.596,101.561,350560,1994,14,True
"King Of Wishful Thinking (From ""Pretty Woman"")",Go West,0.672,0.782,C,-8.007,0.0457,0.326,0.922,0.543,109.0,290693,1990,24,True
It Ain't Over 'til It's Over,Lenny Kravitz,0.679,0.568,F#/Gb,-10.74,0.0423,0.422,0.322,0.93,159.689,242640,1991,19,True
One More Time,Real McCoy,0.671,0.862,F,-11.367,0.0351,0.000889,0.167,0.855,133.117,238707,1997,20,True
The Other Side,Aerosmith,0.56,0.973,D,-4.345,0.0466,0.0613,0.394,0.829,126.854,244200,1990,15,True
Leave A Light On,Belinda Carlisle,0.557,0.824,D,-9.053,0.0524,0.0291,0.0829,0.549,128.688,277293,1990,18,True
Almost Doesn't Count,Brandy,0.682,0.543,C,-7.063,0.0454,0.494,0.158,0.478,71.582,218467,1999,20,True
Jesus He Knows Me,Genesis,0.561,0.883,D#/Eb,-7.278,0.0462,0.53,0.0772,0.606,94.997,256480,1992,20,True
Walk On The Ocean,Toad The Wet Sprocket,0.395,0.502,F#/Gb,-8.328,0.0309,0.236,0.332,0.323,183.237,178376,1993,20,True
My Love Is A Fire,Donny Osmond,0.726,0.929,C,-11.121,0.0622,0.059,0.687,0.43,115.393,334973,1991,16,True
Goodbye To My Homies,"Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick",0.717,0.662,G#/Ab,-6.688,0.179,0.172,0.101,0.328,141.871,252907,1998,16,True
I Remember You,Skid Row,0.345,0.531,C,-12.708,0.0305,0.00642,0.14,0.49,176.302,313693,1990,20,True
Remedy,The Black Crowes,0.411,0.978,A#/Bb,-3.801,0.0532,0.00138,0.0782,0.353,160.478,322640,1992,9,True
Get Here,Oleta Adams,0.28,0.211,A#/Bb,-16.333,0.0357,0.771,0.125,0.223,74.106,276733,1991,23,True
The Day That She Left Tulsa (In A Chevy),Wade Hayes,0.473,0.431,G#/Ab,-9.399,0.0288,0.0203,0.311,0.106,68.28,213067,1998,5,True
Everything You Want,Ray J,0.629,0.708,B,-3.647,0.0603,0.314,0.227,0.837,176.536,311867,1997,6,True
Divine Thing,The Soup Dragons,0.674,0.955,G,-3.926,0.0822,0.0117,0.416,0.827,118.401,232173,1992,16,True
I Want You,Savage Garden,0.628,0.871,G,-6.44,0.0363,0.0077,0.392,0.615,106.101,232067,1997,33,True
Don't Take It Personal,Jermaine Jackson,0.853,0.484,D#/Eb,-8.634,0.068,0.329,0.0569,0.778,94.849,271013,1990,11,True
Two Princes,Spin Doctors,0.543,0.912,G,-10.71,0.0601,0.00162,0.0565,0.836,103.731,256733,1993,29,True
Right On The Money,Alan Jackson,0.762,0.415,D#/Eb,-11.262,0.0302,0.423,0.316,0.567,113.975,229827,1999,12,True
Push It,Garbage,0.564,0.909,C,-6.471,0.0311,0.00034,0.0746,0.892,123.895,242533,1998,18,True
Diggin' On You,TLC,0.719,0.631,F#/Gb,-7.411,0.0451,0.0235,0.0686,0.456,80.126,254560,1996,20,True
Don't Take Away My Heaven,Aaron Neville,0.583,0.538,A,-12.471,0.0819,0.428,0.0792,0.653,187.581,278467,1993,20,True
Lookin' At Me,Mase Featuring Puff Daddy,0.743,0.516,B,-8.27,0.397,0.028,0.273,0.614,188.247,255160,1998,19,True
Crazy Cool,Paula Abdul,0.642,0.834,C#/Db,-5.967,0.111,0.0375,0.12,0.569,87.955,282427,1995,9,True
Be My Lover,La Bouche,0.669,0.941,C#/Db,-5.765,0.0313,0.00129,0.886,0.841,134.809,240267,1996,38,True
Ruffneck,MC Lyte,0.709,0.902,C#/Db,-3.392,0.188,0.0364,0.0219,0.878,204.317,237267,1993,20,True
Wonderful,Adam Ant,0.538,0.669,D#/Eb,-8.012,0.0255,0.0594,0.101,0.382,102.009,262533,1995,19,True
Love U 4 Life,Jodeci,0.606,0.648,C,-7.802,0.0466,0.349,0.639,0.646,59.041,290067,1996,20,True
Tha Crossroads,Bone Thugs-N-Harmony,0.679,0.509,E,-7.31,0.0617,0.0856,0.438,0.534,144.29,223547,1996,20,True
Heartbeat,Seduction,0.77,0.638,G#/Ab,-11.648,0.115,0.041,0.127,0.688,98.916,422533,1990,16,True
Come With Me,Shai,0.569,0.32,D,-8.965,0.0323,0.644,0.244,0.321,183.539,279960,1996,20,True
What It's Like,Everlast,0.678,0.556,C,-7.423,0.0281,0.0904,0.0866,0.405,85.158,303133,1999,33,True
You Gotta Love Someone,Elton John,0.463,0.624,D#/Eb,-9.174,0.0437,0.396,0.0712,0.547,205.275,298027,1991,13,True
Who Do U Love,Deborah Cox,0.69,0.888,F#/Gb,-5.781,0.186,0.163,0.659,0.686,87.918,262933,1996,20,True
Keep It Comin',Keith Sweat,0.667,0.899,B,-7.084,0.0809,0.0371,0.541,0.738,101.477,246373,1992,20,True
Lean On Me,"Kirk Franklin Featuring Mary J. Blige, Bono, R. Kelly, Crystal Lewis & The Family",0.517,0.464,F,-8.021,0.0275,0.269,0.0827,0.162,106.395,309067,1999,5,True
Love Gets Me Every Time,Shania Twain,0.737,0.693,D,-7.045,0.0273,0.264,0.273,0.962,123.055,213827,1998,20,True
It's All Been Done,Barenaked Ladies,0.521,0.919,D,-3.146,0.0475,0.000173,0.301,0.746,131.726,206000,1999,12,True
Glycerine,Bush,0.437,0.337,F,-11.439,0.0326,0.0371,0.0981,0.0784,114.239,266493,1996,20,True
Drowning In Your Eyes,Ephraim Lewis,0.689,0.419,F,-12.625,0.0369,0.239,0.169,0.529,110.446,306427,1992,9,True
Club At The End Of The Street,Elton John,0.65,0.755,D,-9.645,0.0281,8.12e-05,0.326,0.782,124.844,292173,1990,16,True
Try To Find Me,Gorky Park,0.222,0.227,E,-15.769,0.0325,0.0469,0.0925,0.297,75.694,312827,1990,6,True
Now That I Found You,Terri Clark,0.593,0.461,D,-7.549,0.0236,0.356,0.183,0.27,90.399,217360,1998,13,True
Having A Party,Rod Stewart,0.648,0.789,E,-9.47,0.103,0.147,0.972,0.711,129.587,286027,1994,20,True
"Easy Come, Easy Go",George Strait,0.811,0.371,D,-14.992,0.0328,0.584,0.062,0.745,106.682,184960,1993,10,True
"Indo Smoke (From ""Poetic Justice"")",Mista Grimm,0.785,0.556,C,-11.7,0.271,0.0288,0.482,0.601,98.836,322227,1994,20,True
Meeting In My Bedroom,Silk,0.716,0.455,D,-7.148,0.0282,0.0329,0.0599,0.226,111.668,306093,1999,13,True
Escapade,Janet Jackson,0.806,0.954,C#/Db,-6.741,0.0514,0.0259,0.176,0.701,115.229,283934,1990,17,True
In The Heart Of A Woman,Billy Ray Cyrus,0.456,0.527,A,-11.008,0.0318,0.4,0.276,0.476,90.732,239627,1993,10,True
Hip Hop Drunkies,Tha Alkaholiks Featuring Ol' Dirty Bastard,0.84,0.734,G,-5.99,0.333,0.0714,0.314,0.739,98.001,294000,1997,9,True
Silver Thunderbird,Marc Cohn,0.462,0.267,G,-15.35,0.0341,0.721,0.0815,0.56,139.042,278720,1991,8,True
Lift Me Up,Yes,0.518,0.82,A,-7.988,0.0329,0.184,0.168,0.474,92.189,390307,1991,5,True
Body Bumpin' Yippie-Yi-Yo,Public Announcement,0.787,0.357,D,-7.533,0.0438,0.0378,0.191,0.312,122.023,273667,1998,22,True
Then What?,Clay Walker,0.564,0.806,E,-8.227,0.063,0.169,0.0663,0.633,176.405,183707,1998,18,True
Passionate Kisses,Mary Chapin Carpenter,0.625,0.819,D,-6.142,0.0361,0.589,0.201,0.733,139.642,201907,1993,11,True
Ain't Nobody Like You,Miki Howard,0.702,0.664,F#/Gb,-10.038,0.0856,0.276,0.0419,0.697,79.863,295373,1992,4,True
Out Of My Bones,Randy Travis,0.522,0.732,D#/Eb,-5.773,0.0277,0.427,0.134,0.587,144.962,164773,1998,10,True
What If,Reba McEntire,0.375,0.359,E,-6.262,0.0271,0.416,0.126,0.194,76.429,246333,1998,15,True
Hooch,Everything,0.69,0.803,E,-6.549,0.0354,0.032,0.0676,0.602,95.959,219844,1999,7,True
Constant Craving,k.d. lang,0.6,0.77,F,-5.559,0.0302,0.0603,0.0967,0.321,128.473,277240,1992,19,True
Justify My Love,Madonna,0.705,0.821,C#/Db,-7.085,0.128,0.00244,0.0572,0.456,99.642,294267,1991,16,True
Fa All Y'all,Da Brat,0.875,0.68,A#/Bb,-7.594,0.0844,0.0675,0.224,0.687,96.005,199960,1995,18,True
What Are You Doing With A Fool Like Me,Joe Cocker,0.335,0.549,G#/Ab,-11.024,0.0302,0.252,0.0822,0.48,141.547,290160,1990,1,True
Get A Life,Soul II Soul,0.761,0.715,A#/Bb,-11.699,0.0669,0.00321,0.0484,0.715,101.132,224173,1990,11,True
Brian Wilson,Barenaked Ladies,0.633,0.701,F,-11.86,0.0398,0.365,0.179,0.88,153.109,287773,1998,20,True
I'm Goin' Down,Mary J. Blige,0.572,0.324,C,-9.297,0.0511,0.737,0.124,0.234,94.047,222333,1995,14,True
I Want It All,Warren G Featuring Mack 10,0.864,0.641,F#/Gb,-2.988,0.279,0.0473,0.584,0.678,93.526,307827,1999,15,True
Soul Food,Goodie Mob,0.927,0.495,E,-8.778,0.304,0.0689,0.0826,0.618,96.372,236467,1996,9,True
Nothin' Move But The Money,Mic Geronimo Featuring DMX & Black Rob,0.85,0.472,A#/Bb,-12.467,0.108,0.00889,0.0308,0.818,98.077,284533,1998,6,True
I'm Overjoyed,Nona Gaye,0.723,0.768,G#/Ab,-7.993,0.0328,0.0889,0.0305,0.928,109.651,231573,1992,6,True
You Have The Right To Remain Silent,Perfect Stranger,0.577,0.436,D,-10.988,0.0275,0.411,0.107,0.442,163.928,210867,1995,10,True
Tom's Diner,DNA Featuring Suzanne Vega,0.86,0.439,F#/Gb,-12.264,0.0496,0.0204,0.0465,0.725,99.144,228307,1991,21,True
Heaven Is A 4 Letter Word,Bad English,0.519,0.913,A,-9.743,0.0495,0.0259,0.22,0.417,103.934,285333,1990,9,True
Knockin' Da Boots,H-Town,0.726,0.501,C#/Db,-13.884,0.154,0.155,0.0893,0.582,128.099,330945,1993,25,True
When Boy Meets Girl,Total,0.681,0.542,F#/Gb,-8.602,0.0422,0.412,0.0629,0.862,94.904,258573,1997,17,True
Woof Woof,69 Boyz,0.886,0.807,B,-8.19,0.118,0.155,0.0681,0.617,135.009,271933,1998,16,True
My Way,Usher,0.815,0.521,F,-8.178,0.136,0.0105,0.0509,0.887,90.079,214853,1998,24,True
Never There,Cake,0.761,0.735,A,-8.171,0.043,0.0426,0.0917,0.592,125.815,164267,1999,17,True
Walk On By,Sybil,0.682,0.722,A,-7.599,0.0496,0.013,0.0338,0.904,95.753,247267,1990,6,True
Party Ain't A Party,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",0.744,0.803,G,-6.445,0.202,0.0259,0.555,0.574,94.088,250200,1998,4,True
Figure Of Eight,Paul McCartney,0.723,0.595,E,-9.159,0.0301,0.158,0.117,0.564,114.106,207200,1990,5,True
I Could Not Ask For More,Edwin McCain,0.507,0.71,F,-5.02,0.0291,0.0975,0.17,0.45,134.647,273573,1999,20,True
I'll Get By,Eddie Money,0.477,0.563,A,-6.089,0.0279,0.578,0.0702,0.19,69.964,212200,1992,20,True
What I Need,Crystal Waters,0.769,0.847,D,-8.828,0.0839,0.0136,0.108,0.647,123.157,284267,1995,4,True
Getto Jam,Domino,0.802,0.547,A,-12.085,0.131,0.0312,0.326,0.492,86.576,259280,1994,20,True
A Song For Mama,Boyz II Men,0.569,0.44,G,-8.948,0.035,0.471,0.143,0.151,75.001,303373,1998,20,True
As I Lay Me Down,Sophie B. Hawkins,0.519,0.737,A#/Bb,-8.7,0.0437,0.645,0.271,0.668,82.999,248893,1996,44,True
Tonight's The Night,BLACKstreet,0.585,0.573,F#/Gb,-5.561,0.0759,0.133,0.173,0.591,76.06,258027,1995,7,True
Cell Therapy,Goodie Mob,0.849,0.476,C,-10.479,0.445,0.0966,0.105,0.48,83.21,277133,1996,20,True
Every Time I Close My Eyes,Babyface,0.655,0.417,F,-7.702,0.025,0.0624,0.0965,0.279,143.674,296267,1997,26,True
Keep Tryin',Groove Theory,0.634,0.598,D,-10.415,0.0962,0.0997,0.298,0.729,83.082,260440,1996,12,True
Harmless,Mulberry Lane,0.439,0.863,E,-6.335,0.0484,0.0292,0.376,0.726,181.766,230427,1999,3,True
Meanwhile,George Strait,0.518,0.459,G,-6.289,0.0283,0.0396,0.145,0.165,124.126,210440,1999,12,True
Sunshine,Coko,0.595,0.815,G,-4.034,0.0357,0.166,0.339,0.437,94.905,247733,1999,12,True
Sleeping In My Car,Roxette,0.546,0.85,F#/Gb,-4.315,0.0322,0.0123,0.193,0.584,135.162,214160,1994,8,True
Give It Up,Public Enemy,0.73,0.773,C,-6.135,0.172,0.0538,0.592,0.554,94.57,271427,1994,14,True
The Most Beautifullest Thing In This World,Keith Murray,0.726,0.622,C,-10.322,0.335,0.0981,0.315,0.51,93.217,223573,1995,18,True
The Sound Of Your Voice,38 Special,0.616,0.786,E,-9.973,0.0281,0.0148,0.224,0.79,136.043,299600,1991,15,True
Whatcha Gone Do?,Link,0.765,0.613,B,-7.935,0.0319,0.171,0.163,0.937,93.811,259162,1998,19,True
Another Night,Real McCoy,0.813,0.882,G,-7.575,0.0402,0.0908,0.147,0.874,125.983,236933,1995,45,True
Friend Of Mine,Kelly Price,0.742,0.366,A#/Bb,-8.346,0.0308,0.35,0.0707,0.401,109.865,377507,1998,20,True
Little Good-Byes,SHeDAISY,0.56,0.692,C#/Db,-6.438,0.0302,0.112,0.0638,0.698,83.588,200693,1999,20,True
Don't Make Me Over,Sybil,0.607,0.786,C,-7.081,0.0596,0.00552,0.0673,0.905,96.569,243427,1990,23,True
Just The Two Of Us,Will Smith,0.805,0.638,C#/Db,-5.864,0.0803,0.141,0.322,0.644,94.52,315507,1999,11,True
100% Pure Love,Crystal Waters,0.811,0.725,G#/Ab,-7.203,0.0491,0.0843,0.0567,0.698,120.242,278627,1995,45,True
Losing My Religion,R.E.M.,0.666,0.855,A,-5.051,0.0295,0.179,0.0987,0.803,125.639,268427,1991,21,True
How Did I Get By Without You?,John Waite,0.574,0.586,G,-9.007,0.0246,0.101,0.0524,0.511,88.42,244667,1995,8,True
Sleeping Satellite,Tasmin Archer,0.598,0.8,F,-10.574,0.0269,0.101,0.263,0.77,96.069,258933,1993,15,True
Don't Want To Be A Fool,Luther Vandross,0.632,0.576,G,-8.345,0.0234,0.482,0.151,0.323,95.321,275133,1991,20,True
Lambada,Kaoma,0.756,0.8,F,-5.158,0.0329,0.211,0.047,0.967,118.921,207467,1990,12,True
Po Pimp,Do Or Die (Featuring Twista),0.81,0.428,C,-14.248,0.272,0.0623,0.116,0.649,142.075,234827,1996,20,True
"No More ""I Love You's""",Annie Lennox,0.372,0.57,D#/Eb,-7.305,0.0305,0.517,0.141,0.234,179.907,291333,1995,21,True
Nobody Else,Tyrese,0.697,0.684,G,-5.634,0.0897,0.00923,0.136,0.596,91.882,232733,1998,15,True
If I Could Turn Back The Hands Of Time,R. Kelly,0.505,0.411,G#/Ab,-8.273,0.0255,0.677,0.0605,0.124,80.948,378573,1999,17,True
Nu Nu,Lidell Townsell,0.936,0.55,D#/Eb,-12.744,0.0548,0.00935,0.0688,0.763,120.963,199627,1992,20,True
Everything's Changed,Lonestar,0.679,0.58,F,-7.034,0.0238,0.176,0.0944,0.429,104.357,233773,1998,2,True
To Make You Feel My Love,Billy Joel,0.582,0.468,G,-9.448,0.0285,0.229,0.109,0.143,136.968,231267,1997,9,True
Blessed,Elton John,0.601,0.412,F,-11.963,0.0361,0.147,0.263,0.464,204.064,300733,1996,20,True
House Of Fire,Alice Cooper,0.479,0.979,A#/Bb,-5.077,0.107,0.0207,0.722,0.292,124.765,226427,1990,9,True
Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,0.741,0.892,G,-6.647,0.0882,0.0041,0.0718,0.67,99.986,273600,1993,20,True
We Got A Love Thang,CeCe Peniston,0.669,0.644,C,-10.47,0.0302,0.000172,0.356,0.764,120.012,328800,1992,20,True
When A Man Loves A Woman,Michael Bolton,0.476,0.363,C#/Db,-10.706,0.0296,0.2,0.055,0.243,164.555,231067,1992,20,True
Always And Forever,Whistle,0.373,0.303,D,-16.456,0.0292,0.109,0.174,0.32,162.227,284067,1990,15,True
Close To You,Fun Factory,0.706,0.926,A,-3.192,0.127,0.00135,0.261,0.389,134.981,218778,1995,20,True
Walking On Broken Glass,Annie Lennox,0.75,0.562,C,-8.45,0.0281,0.215,0.105,0.807,115.008,253296,1993,25,True
Hold On,En Vogue,0.728,0.464,C#/Db,-11.156,0.0605,0.0865,0.343,0.383,96.944,304467,1990,25,True
Throw Your Hands Up,L.V.,0.849,0.727,A,-4.572,0.0534,0.148,0.0453,0.7,100.927,230227,1996,16,True
Flood,Jars Of Clay,0.626,0.632,C,-8.692,0.0287,0.181,0.146,0.7,114.593,211667,1996,19,True
Bitter Sweet Symphony,The Verve,0.356,0.917,A,-6.006,0.0479,0.0335,0.406,0.518,171.176,357267,1998,20,True
I Fell In Love,Rockell,0.825,0.858,A,-7.586,0.08,0.0102,0.0543,0.92,135.027,273093,1997,18,True
"After 12, Before 6",Sam Salter,0.783,0.36,E,-4.605,0.0314,0.00184,0.0512,0.421,118.04,267160,1997,16,True
Easy,Faith No More,0.506,0.554,A#/Bb,-6.743,0.0339,0.339,0.112,0.375,124.724,186960,1993,8,True
Stars,Simply Red,0.716,0.818,G,-7.456,0.0256,0.154,0.236,0.817,103.668,248600,1992,14,True
Love On A Rooftop,Desmond Child,0.613,0.754,D#/Eb,-8.128,0.031,0.179,0.211,0.662,107.967,318227,1991,12,True
Dirty Cash (Money Talks),The Adventures Of Stevie V,0.757,0.83,F,-13.169,0.0413,0.00129,0.0877,0.925,120.883,243133,1990,19,True
Sad New Day,Me Phi Me,0.798,0.619,G,-9.595,0.212,0.115,0.0797,0.636,100.258,327867,1992,4,True
You're In Love,Wilson Phillips,0.688,0.679,C#/Db,-11.05,0.0259,0.319,0.29,0.536,101.872,291867,1991,19,True
Strong Enough,Cher,0.593,0.923,C,-6.19,0.101,0.0495,0.29,0.587,124.862,224000,1999,12,True
It's All About You (Not About Me),Tracie Spencer,0.752,0.587,A#/Bb,-6.293,0.0348,0.136,0.0772,0.594,135.919,254573,1999,13,True
The World I Know,Collective Soul,0.514,0.704,D,-4.724,0.0261,0.0515,0.228,0.386,76.975,255467,1996,34,True
1979,The Smashing Pumpkins,0.765,0.788,D#/Eb,-9.896,0.0332,0.0166,0.0513,0.964,126.879,266200,1996,22,True
Losin' Myself,Debbie Gibson,0.715,0.623,F,-10.709,0.0377,0.0415,0.0692,0.58,94.915,317627,1993,5,True
Written In The Stars,Elton John & LeAnn Rimes,0.61,0.589,C,-7.594,0.0325,0.756,0.115,0.382,121.849,257840,1999,10,True
Every Morning,Sugar Ray,0.833,0.679,G#/Ab,-4.496,0.0365,0.0834,0.0769,0.975,109.916,219867,1999,31,True
When I Die,No Mercy,0.733,0.354,C#/Db,-14.382,0.0536,0.438,0.12,0.816,147.859,269307,1997,20,True
What's It To You,Clay Walker,0.722,0.571,D,-13.225,0.0363,0.026,0.112,0.928,117.813,166627,1994,15,True
The Song Remembers When,Trisha Yearwood,0.536,0.317,F,-8.878,0.0281,0.854,0.104,0.232,79.558,234333,1994,9,True
It's Your Love,Tim McGraw With Faith Hill,0.474,0.528,G,-8.588,0.0276,0.526,0.109,0.364,144.366,227333,1997,20,True
Let Me Roll,Scarface,0.828,0.628,C,-9.473,0.239,0.238,0.235,0.652,81.89,247960,1993,4,True
Me And My Crazy World,Lost Boyz,0.769,0.539,C,-9.108,0.0781,0.00258,0.0739,0.573,92.172,311827,1997,10,True
Knocks Me Off My Feet,Donell Jones,0.469,0.594,G,-8.209,0.0403,0.0663,0.0806,0.485,167.223,222760,1997,20,True
Lightning Does The Work,Chad Brock,0.692,0.641,G,-7.601,0.0359,0.0239,0.114,0.559,98.742,225827,1999,12,True
When I Look Into Your Eyes,Firehouse,0.396,0.612,F#/Gb,-8.039,0.0277,0.00288,0.233,0.241,146.759,239867,1992,20,True
Shimmy Shimmy Ya,Ol' Dirty Bastard,0.814,0.481,C,-5.183,0.245,0.097,0.0495,0.193,96.252,161400,1995,15,True
"New Jack Hustler (Nino's Theme) (From ""New Jack City"")",Ice-T,0.83,0.859,G,-9.213,0.124,0.000971,0.214,0.654,109.321,283307,1991,8,True
Stranded,Heart,0.388,0.55,F#/Gb,-9.903,0.0311,0.157,0.0913,0.253,159.978,238827,1991,22,True
No Rain,Blind Melon,0.389,0.476,A,-9.342,0.0316,0.619,0.255,0.566,148.117,217107,1994,23,True
Clock Strikes,Timbaland & Magoo,0.787,0.714,F#/Gb,-8.63,0.131,0.0641,0.273,0.81,165.465,291120,1998,14,True
One More Chance/Stay With Me,The Notorious B.I.G.,0.725,0.68,C,-6.037,0.224,0.149,0.127,0.695,90.964,268707,1995,20,True
Sweet Thing,Mary J. Blige,0.69,0.651,A,-7.86,0.101,0.343,0.178,0.691,79.305,225333,1993,20,True
Little Miss Can't Be Wrong,Spin Doctors,0.515,0.903,C,-8.832,0.0443,0.014,0.38,0.927,116.44,232720,1993,20,True
I Get Around,2Pac,0.846,0.416,A#/Bb,-13.767,0.118,0.156,0.238,0.645,96.188,259000,1993,25,True
Inside That I Cried,CeCe Peniston,0.632,0.443,E,-10.804,0.0312,0.155,0.0733,0.236,116.02,351373,1992,3,True
Fired Up!,Funky Green Dogs,0.878,0.912,C,-7.716,0.0458,0.0601,0.0707,0.966,122.954,485160,1997,14,True
On And On,Shyheim,0.846,0.445,A#/Bb,-10.933,0.273,0.0731,0.112,0.746,94.228,228240,1994,6,True
"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,0.708,0.19,F,-16.578,0.0326,0.194,0.0916,0.47,93.669,252493,1994,20,True
Sesame's Treet,Smart E's,0.751,0.908,G,-7.495,0.0897,0.000588,0.0246,0.744,144.912,210663,1993,16,True
What If I Said,Anita Cochran (Duet With Steve Wariner),0.533,0.393,C,-7.822,0.0275,0.395,0.171,0.105,124.621,291689,1998,15,True
Games People Play,Inner Circle,0.73,0.892,A,-5.298,0.17,0.0807,0.323,0.953,170.594,208230,1994,5,True
Tonite,DJ Quik,0.965,0.449,C,-15.225,0.237,0.0502,0.267,0.722,105.392,323267,1991,9,True
Money's Just A Touch Away,Mack 10 Featuring Gerald Levert,0.873,0.495,F,-6.108,0.234,0.0176,0.0726,0.696,84.983,273307,1998,4,True
