track,artist,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,year,weeks-on-board,charted
Walk Away,Kelly Clarkson,0.75,0.888,C,-4.524,0.0426,0.0147,0.0759,0.935,115.973,189307,2006,29,True
Nothin 'Bout Love Makes Sense,LeAnn Rimes,0.656,0.802,A,-3.244,0.0369,0.566,0.13,0.796,121.933,177307,2005,19,True
If I Fall You're Going Down With Me,Dixie Chicks,0.722,0.81,G#/Ab,-7.463,0.0336,0.119,0.377,0.561,123.272,183200,2001,18,True
That's What She Gets For Loving Me,Brooks & Dunn,0.635,0.572,A,-4.49,0.0291,0.116,0.144,0.285,127.206,173760,2004,14,True
Violet Hill,Coldplay,0.345,0.581,C#/Db,-7.875,0.0369,0.0603,0.115,0.108,76.022,222653,2008,10,True
Somebody Told Me,The Killers,0.509,0.987,A#/Bb,-3.198,0.0886,8.05e-05,0.119,0.647,138.039,197160,2005,20,True
Tambourine,Eve,0.82,0.854,C#/Db,-4.153,0.22,0.239,0.359,0.574,102.623,192440,2007,17,True
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,0.424,0.661,D,-5.547,0.0425,0.521,0.0719,0.384,111.762,195533,2002,20,True
Welcome To The Future,Brad Paisley,0.516,0.86,G,-5.856,0.0319,0.0327,0.162,0.43,141.702,351453,2009,16,True
Stand,Rascal Flatts,0.603,0.761,C,-4.753,0.0314,0.0238,0.235,0.526,93.858,208133,2007,20,True
Always The Love Songs,Eli Young Band,0.474,0.766,E,-3.419,0.0291,0.291,0.685,0.402,149.988,221800,2009,11,True
Welcome To The World,Kevin Rudolf Featuring Rick Ross,0.602,0.935,F#/Gb,-4.05,0.065,0.00538,0.248,0.621,116.016,183200,2009,9,True
Crawling In The Dark,Hoobastank,0.57,0.915,F#/Gb,-4.802,0.105,0.000273,0.178,0.676,93.54,175227,2002,19,True
Chickenhead,Project Pat,0.862,0.746,G,-5.729,0.259,0.0105,0.142,0.882,156.12,255360,2001,12,True
Toxic,Britney Spears,0.774,0.838,F,-3.914,0.114,0.0249,0.242,0.924,143.04,198800,2004,20,True
There You'll Be,Faith Hill,0.325,0.532,G#/Ab,-7.208,0.0308,0.496,0.134,0.162,129.021,220840,2001,20,True
Sideways,Dierks Bentley,0.624,0.915,F,-2.627,0.0364,0.141,0.386,0.815,108.046,184160,2009,20,True
Umma Do Me,Rocko,0.475,0.605,D,-5.096,0.215,0.0833,0.267,0.291,137.074,230547,2008,11,True
Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,0.719,0.863,F,-4.148,0.435,0.414,0.147,0.765,87.579,239933,2001,12,True
I Knew I Loved You,Savage Garden,0.61,0.497,A,-9.88,0.0279,0.32,0.0884,0.739,85.031,250360,2000,33,True
Music,Madonna,0.736,0.802,G,-8.527,0.0663,0.00149,0.14,0.871,119.854,225973,2001,24,True
No More (Baby I'ma Do Right),3LW,0.721,0.723,D,-7.08,0.0631,0.102,0.0651,0.761,88.933,263440,2001,25,True
Can't Stay,Dave Hollister,0.409,0.42,B,-7.764,0.041,0.00488,0.146,0.0412,118.711,377400,2000,4,True
Like You,Bow Wow Featuring Ciara,0.714,0.6,F#/Gb,-8.365,0.0876,0.0465,0.0646,0.504,82.017,205840,2005,21,True
My Place,Nelly Featuring Jaheim,0.6,0.641,C#/Db,-4.237,0.0423,0.0498,0.0982,0.642,163.153,336507,2004,20,True
Love You Out Loud,Rascal Flatts,0.621,0.874,G#/Ab,-2.823,0.0338,0.151,0.287,0.712,97.079,185493,2003,20,True
Walking In Memphis,Lonestar,0.68,0.717,C,-5.184,0.0286,0.27,0.075,0.664,129.035,257733,2004,11,True
Everything You Want,Vertical Horizon,0.637,0.759,D#/Eb,-6.389,0.0305,0.0504,0.0642,0.741,93.898,257067,2000,41,True
Toxicity,System Of A Down,0.413,0.873,G#/Ab,-4.151,0.0535,0.000264,0.204,0.481,116.681,218933,2002,13,True
Best I Ever Had (Grey Sky Morning),Vertical Horizon,0.441,0.563,F#/Gb,-7.274,0.0251,0.0141,0.101,0.209,85.711,270800,2001,16,True
Inside Your Heaven,Bo Bice,0.513,0.606,C#/Db,-5.866,0.0274,0.347,0.0879,0.201,134.955,252760,2005,7,True
Smooth,Santana Featuring Rob Thomas,0.609,0.923,A,-3.908,0.0338,0.16,0.295,0.961,115.996,294987,2000,58,True
All Around Me,Flyleaf,0.473,0.871,A,-4.893,0.0456,0.0216,0.0525,0.47,146.975,198507,2008,20,True
Get Busy,Sean Paul,0.735,0.824,A#/Bb,-4.143,0.036,0.615,0.158,0.726,100.202,211666,2003,32,True
Cowgirls Don't Cry,Brooks & Dunn Featuring Reba McEntire,0.656,0.668,A,-5.251,0.0303,0.0626,0.179,0.617,114.905,219813,2009,20,True
Let Them Be Little,Billy Dean,0.54,0.516,C#/Db,-5.221,0.0246,0.266,0.204,0.285,135.9,225653,2005,11,True
Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,0.738,0.983,F,-4.374,0.0855,0.038,0.183,0.957,92.998,235760,2009,20,True
The First Cut Is The Deepest,Sheryl Crow,0.502,0.719,D,-5.12,0.0346,0.0405,0.163,0.694,159.985,226053,2004,36,True
Smooth Criminal,Alien Ant Farm,0.653,0.964,A,-4.261,0.0582,0.00316,0.144,0.87,126.928,209267,2002,20,True
She's Everything,Brad Paisley,0.355,0.478,C,-8.323,0.0335,0.569,0.194,0.269,102.971,266920,2007,20,True
Livin' It Up,Ja Rule Featuring Case,0.873,0.765,C#/Db,-4.088,0.321,0.0575,0.0498,0.638,106.024,256960,2002,25,True
Wish You Were Here,Incubus,0.246,0.768,A,-7.48,0.0387,0.000631,0.102,0.35,169.873,212733,2002,20,True
These Boots Are Made For Walkin',Jessica Simpson,0.779,0.818,B,-7.7,0.143,0.0101,0.0993,0.75,91.997,238773,2005,11,True
Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,0.771,0.826,G,-7.458,0.261,0.166,0.358,0.338,98.368,278533,2000,9,True
White & Nerdy,"""Weird Al"" Yankovic",0.791,0.613,C#/Db,-11.628,0.0763,0.0986,0.0765,0.896,143.017,170640,2007,20,True
If You Can Do Anything Else,George Strait,0.681,0.62,D#/Eb,-7.68,0.0268,0.601,0.128,0.482,116.983,246667,2001,18,True
Shiftwork,Kenny Chesney Duet With George Strait,0.847,0.576,C,-9.199,0.0359,0.0922,0.0373,0.882,128.992,269507,2008,16,True
Since U Been Gone,Kelly Clarkson,0.662,0.741,C,-5.406,0.0334,0.00165,0.114,0.404,131.0,188960,2005,46,True
I Run To You,Lady Antebellum,0.656,0.786,D#/Eb,-4.451,0.034,0.163,0.124,0.378,113.963,256013,2009,21,True
Take You Down,Chris Brown,0.387,0.64,B,-5.817,0.081,0.107,0.319,0.617,59.989,245933,2008,20,True
In My Mind,Heather Headley,0.616,0.457,C,-6.761,0.034,0.148,0.125,0.208,119.646,245947,2006,15,True
Angels,Robbie Williams,0.437,0.586,E,-6.708,0.0274,0.151,0.0996,0.252,150.14,265733,2000,19,True
(Hot S**t) Country Grammar,Nelly,0.889,0.655,D,-6.659,0.126,0.0145,0.142,0.609,81.387,258427,2000,34,True
4 In The Morning,Gwen Stefani,0.698,0.826,A#/Bb,-6.261,0.031,0.2,0.114,0.502,92.409,291107,2007,16,True
Mayberry,Rascal Flatts,0.635,0.852,B,-4.243,0.0375,0.302,0.149,0.351,88.028,272987,2004,20,True
Sunshine And Summertime,Faith Hill,0.638,0.807,C#/Db,-6.489,0.032,0.0731,0.0594,0.778,118.997,207173,2006,10,True
Through Glass,Stone Sour,0.545,0.753,D#/Eb,-4.618,0.036,0.0417,0.389,0.434,105.754,282947,2007,26,True
Take Me As I Am,Mary J. Blige,0.599,0.565,B,-4.663,0.0334,0.0663,0.207,0.576,82.251,237493,2007,17,True
Poker Face,Lady Gaga,0.851,0.806,E,-4.618,0.0786,0.12,0.121,0.776,119.001,237200,2009,40,True
Show Me What You Got,JAY-Z,0.41,0.957,D#/Eb,-1.004,0.276,0.0264,0.283,0.425,104.973,223120,2007,15,True
Bartender,T-Pain Featuring Akon,0.675,0.394,G#/Ab,-8.539,0.133,0.0611,0.214,0.405,104.987,238800,2007,22,True
Face Drop,Sean Kingston,0.634,0.827,D,-3.687,0.0393,0.00104,0.326,0.739,83.994,184573,2009,9,True
God's Will,Martina McBride,0.398,0.332,C#/Db,-9.106,0.0317,0.587,0.0846,0.191,121.531,349333,2005,8,True
My President,Young Jeezy Featuring Nas,0.564,0.773,F#/Gb,-6.568,0.115,0.0526,0.328,0.588,151.975,329813,2009,6,True
Through The Rain,Mariah Carey,0.508,0.318,G#/Ab,-9.911,0.0365,0.759,0.184,0.141,122.04,288640,2003,9,True
Long Way 2 Go,Cassie,0.589,0.655,G#/Ab,-8.138,0.0488,0.057,0.372,0.675,105.272,220640,2006,2,True
U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,0.671,0.921,C#/Db,-5.003,0.0548,0.00675,0.109,0.755,140.0,278067,2000,10,True
Nobody But Me,Blake Shelton,0.637,0.682,D,-4.632,0.0291,0.376,0.17,0.541,81.016,158707,2006,14,True
Crank That (Soulja Boy),Soulja Boy Tell'em,0.736,0.74,C,-2.18,0.0786,0.515,0.0468,0.803,140.141,221933,2008,32,True
Gettin' Some,Shawnna,0.825,0.586,E,-6.044,0.336,0.0901,0.0635,0.611,78.03,202760,2006,19,True
Back At One,Mark Wills,0.627,0.451,B,-9.462,0.0275,0.174,0.0634,0.291,129.872,246493,2000,20,True
Stars,Switchfoot,0.527,0.976,D,-3.985,0.0645,0.000785,0.141,0.269,131.792,260867,2005,5,True
Moving Mountains,Usher,0.72,0.734,F#/Gb,-4.515,0.0316,0.0856,0.303,0.37,115.999,298053,2008,9,True
Swag Surfin',F.L.Y. (Fast Life Yungstaz),0.731,0.927,B,-5.663,0.0408,0.015,0.103,0.669,143.987,249920,2009,11,True
I'll Be Lovin' U Long Time,Mariah Carey,0.469,0.723,C#/Db,-5.344,0.0782,0.188,0.367,0.449,178.858,181027,2008,8,True
Don't Think I Don't Think About It,Darius Rucker,0.578,0.752,A,-5.264,0.033,0.0275,0.125,0.405,149.689,183307,2008,20,True
I Wanna Be Bad,Willa Ford,0.647,0.818,A,-3.47,0.0647,0.234,0.216,0.816,180.019,183560,2001,20,True
Crazy Bitch,Buckcherry,0.661,0.978,C#/Db,-3.064,0.107,0.0247,0.0856,0.592,98.019,204960,2006,20,True
4 Minutes,Avant,0.828,0.6,A#/Bb,-5.429,0.162,0.0942,0.126,0.655,119.969,240320,2006,14,True
Break The Ice,Britney Spears,0.712,0.911,F,-3.866,0.0445,0.689,0.107,0.85,117.533,196053,2008,17,True
Hey Ya!,OutKast,0.728,0.974,E,-2.261,0.0665,0.103,0.175,0.965,79.526,235213,2004,32,True
Gangsta Girl,Big Tymers Featuring R. Kelly,0.839,0.612,G#/Ab,-8.777,0.179,0.484,0.0839,0.891,152.0,258947,2004,9,True
And Then What,Young Jeezy Featuring Mannie Fresh,0.753,0.728,C,-5.439,0.228,0.00773,0.0653,0.751,170.021,245480,2005,11,True
International Harvester,Craig Morgan,0.699,0.837,D,-5.173,0.0428,0.103,0.231,0.348,95.493,228653,2008,18,True
Tear It Up,"Yung Wun Featuring DMX, Lil' Flip & David Banner",0.678,0.94,E,-3.144,0.328,0.171,0.338,0.643,180.92,205027,2004,13,True
Just A Lil Bit,50 Cent,0.489,0.692,C#/Db,-6.672,0.41,0.0322,0.315,0.527,96.946,237707,2005,27,True
We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",0.767,0.872,A#/Bb,-4.25,0.0761,0.153,0.518,0.565,112.6,263280,2007,17,True
Love Is Blind,Eve Featuring Faith Evans,0.688,0.815,C,-4.761,0.321,0.263,0.151,0.587,176.086,260307,2000,16,True
Breakaway,Kelly Clarkson,0.446,0.701,A,-4.179,0.0295,0.0298,0.0931,0.394,159.958,237000,2005,46,True
What's My Name,DMX,0.676,0.879,G,-8.821,0.107,0.00192,0.317,0.392,94.836,297467,2000,11,True
Best Days Of Your Life,Kellie Pickler,0.649,0.862,A,-5.12,0.0568,0.0235,0.0737,0.538,127.939,226800,2009,20,True
A Bay Bay,Hurricane Chris,0.577,0.668,F#/Gb,-4.884,0.514,0.105,0.0924,0.702,60.709,257120,2007,20,True
Fine Again,Seether,0.442,0.855,F#/Gb,-2.985,0.0288,0.00049,0.273,0.363,175.543,243640,2003,20,True
Realize,Colbie Caillat,0.693,0.594,C#/Db,-6.408,0.0325,0.13,0.115,0.192,123.932,244107,2008,26,True
Gotta Go Solo,Patti LaBelle Featuring Ron Isley,0.653,0.555,C,-5.269,0.0381,0.0209,0.102,0.556,109.732,241680,2005,9,True
You Know You're Right,Nirvana,0.289,0.716,F,-6.53,0.106,0.0407,0.135,0.344,168.049,217000,2003,20,True
Don't Think I'm Not,Kandi,0.859,0.622,B,-8.196,0.0445,0.0661,0.0394,0.433,134.007,243533,2001,24,True
A Little Too Late,Toby Keith,0.635,0.749,B,-5.815,0.0294,0.175,0.139,0.628,100.95,248040,2006,15,True
Wild At Heart,Gloriana,0.583,0.859,G,-4.009,0.0389,0.0183,0.0928,0.772,97.998,223573,2009,15,True
Take Me Home,Terror Squad,0.81,0.794,B,-4.848,0.205,0.129,0.0525,0.834,131.058,210840,2005,16,True
Come Clean,Hilary Duff,0.577,0.892,G#/Ab,-5.121,0.0675,0.016,0.299,0.454,118.096,214560,2004,13,True
It's Not My Time,3 Doors Down,0.532,0.935,C,-4.798,0.0619,0.00133,0.106,0.309,128.025,241960,2008,29,True
Until The End Of Time,Justin Timberlake Duet With Beyonce,0.56,0.372,D,-6.58,0.0446,0.272,0.196,0.473,119.189,322093,2008,25,True
My Next Thirty Years,Tim McGraw,0.605,0.804,F,-7.521,0.0363,0.265,0.345,0.601,98.866,217733,2001,20,True
Headstrong,Trapt,0.492,0.896,E,-5.819,0.117,0.000172,0.189,0.534,184.981,285570,2004,43,True
Hot In Herre,Nelly,0.956,0.745,B,-4.753,0.12,0.206,0.0615,0.912,107.075,228240,2002,26,True
More & More,Joe,0.7,0.508,F,-7.32,0.0577,0.189,0.0938,0.464,139.974,223693,2004,20,True
Love Is A Beautiful Thing,Phil Vassar,0.583,0.791,C,-3.955,0.0348,0.318,0.123,0.488,81.362,237147,2008,17,True
Rockstar,Nickelback,0.616,0.91,C,-3.004,0.0386,0.0459,0.343,0.693,144.073,252040,2008,49,True
She's My Kind Of Rain,Tim McGraw,0.472,0.588,C,-8.374,0.0254,0.13,0.151,0.314,75.999,255973,2003,20,True
Because I Got High,Afroman,0.802,0.341,G,-8.56,0.488,0.169,0.0783,0.849,166.01,197760,2001,10,True
Decode,Paramore,0.277,0.949,A#/Bb,-4.072,0.0919,0.00155,0.765,0.232,164.102,264205,2009,14,True
Womanizer,Britney Spears,0.724,0.695,B,-5.226,0.0622,0.073,0.0889,0.235,139.0,224400,2009,23,True
Leave The Pieces,The Wreckers,0.514,0.679,F#/Gb,-6.117,0.0273,0.0255,0.0594,0.496,164.109,210233,2006,20,True
The Riddle,Five For Fighting,0.59,0.562,A#/Bb,-5.8,0.029,0.327,0.135,0.271,119.429,227027,2006,18,True
Angry All The Time,Tim McGraw,0.545,0.498,D,-7.286,0.0266,0.195,0.169,0.363,127.604,270107,2001,20,True
The Real Thing,Bo Bice,0.494,0.87,D,-4.33,0.0413,0.0707,0.0798,0.504,146.882,201667,2006,16,True
Have You Forgotten?,Darryl Worley,0.478,0.625,G,-5.975,0.0341,0.0515,0.116,0.343,160.196,242293,2003,20,True
Run,George Strait,0.544,0.57,D,-10.192,0.0326,0.462,0.213,0.295,75.59,245427,2002,20,True
Shoulda Let You Go,Keyshia Cole Introducing Amina,0.725,0.594,D,-5.243,0.0496,0.0939,0.22,0.25,91.794,220867,2008,20,True
Danger (Been So Long),Mystikal Featuring Nivea,0.92,0.861,G,-5.435,0.218,0.211,0.0288,0.718,97.969,211400,2001,20,True
I Got It From My Mama,will.i.am,0.888,0.777,F#/Gb,-6.262,0.0505,0.0961,0.0514,0.876,118.998,241520,2007,9,True
Raining On Sunday,Keith Urban,0.568,0.723,E,-5.439,0.0302,0.108,0.183,0.449,134.001,234213,2003,19,True
Fall To Pieces,Velvet Revolver,0.464,0.887,F#/Gb,-4.65,0.0499,0.000429,0.126,0.23,132.759,271240,2005,20,True
Don't Lie,The Black Eyed Peas,0.662,0.785,A,-5.299,0.186,0.166,0.0784,0.602,89.882,219000,2005,20,True
Knuck If You Buck,Crime Mob Featuring Lil Scrappy,0.865,0.844,G#/Ab,-4.946,0.311,0.0582,0.373,0.755,150.09,205120,2005,20,True
Don't Worry 'Bout A Thing,SHeDAISY,0.695,0.847,A,-2.118,0.061,0.105,0.102,0.68,98.003,215027,2005,10,True
In A Real Love,Phil Vassar,0.575,0.797,A,-5.2,0.0305,0.154,0.282,0.744,90.907,214827,2005,20,True
Sexy Can I,Ray J & Yung Berg,0.575,0.684,C#/Db,-6.007,0.325,0.299,0.614,0.926,172.155,204040,2008,26,True
Say Somethin',Mariah Carey Featuring Snoop Dogg,0.818,0.794,E,-6.293,0.0641,0.12,0.0828,0.844,108.002,224440,2006,5,True
Hotel,Cassidy Featuring R. Kelly,0.68,0.659,C,-6.855,0.211,0.118,0.107,0.411,91.259,247040,2004,24,True
Imitation Of Life,R.E.M.,0.461,0.755,G,-3.71,0.0318,0.0178,0.18,0.439,124.256,236627,2001,5,True
My List,Toby Keith,0.629,0.737,C#/Db,-4.309,0.0323,0.332,0.147,0.341,87.068,199813,2002,20,True
Free Fallin',John Mayer,0.315,0.296,F,-13.262,0.0317,0.771,0.702,0.436,172.638,263573,2008,10,True
Love Is Free,Sheryl Crow,0.829,0.755,D,-6.588,0.11,0.338,0.0496,0.962,116.455,202667,2008,6,True
I'm In Miami Trick,LMFAO,0.88,0.884,G,-4.188,0.18,0.00476,0.052,0.57,127.944,195253,2009,20,True
Gold Lion,Yeah Yeah Yeahs,0.521,0.848,A,-3.396,0.065,0.0204,0.081,0.297,158.739,187133,2006,3,True
Smile,Lily Allen,0.632,0.639,F,-5.938,0.0259,0.00143,0.221,0.733,95.506,196893,2007,16,True
Fill Me In,Craig David,0.683,0.748,G#/Ab,-6.981,0.0366,0.373,0.06,0.828,132.486,257200,2001,27,True
White Tee's,Dem Franchize Boyz,0.877,0.63,G,-5.974,0.0871,0.00418,0.0759,0.695,161.978,278867,2004,13,True
Mrs. Steven Rudy,Mark McGuinn,0.65,0.883,A,-5.318,0.0321,0.0773,0.0996,0.685,104.003,209520,2001,15,True
Nothing As It Seems,Pearl Jam,0.241,0.508,A,-9.791,0.0275,0.0362,0.167,0.0445,140.627,321293,2000,6,True
Bye Bye,Mariah Carey,0.788,0.585,A#/Bb,-4.884,0.0559,0.298,0.346,0.84,136.002,266827,2008,12,True
Rompe,Daddy Yankee,0.693,0.801,C#/Db,-6.02,0.0533,0.034,0.0544,0.521,176.018,188253,2006,28,True
Never Would Have Made It,Marvin Sapp,0.338,0.559,C,-7.053,0.118,0.252,0.38,0.276,168.489,415133,2008,13,True
Back Like That,Ghostface Killah Featuring Ne-Yo,0.718,0.663,G#/Ab,-5.154,0.19,0.013,0.0631,0.488,95.728,242000,2006,10,True
I Need You Now,Smokie Norful,0.339,0.273,F,-9.945,0.0309,0.729,0.152,0.304,96.804,251467,2003,3,True
I Don't Wanna,Aaliyah,0.702,0.573,A,-5.69,0.0344,0.526,0.23,0.693,129.999,255093,2000,20,True
Big Pimpin',Jay-Z Featuring UGK,0.88,0.814,B,-6.307,0.14,0.168,0.0584,0.942,138.083,283067,2000,20,True
Makin' Good Love,Avant,0.794,0.634,A,-3.819,0.0381,0.245,0.2,0.736,142.255,271387,2002,20,True
You Owe Me,NAS Featuring Ginuwine,0.867,0.487,C#/Db,-14.044,0.266,0.167,0.108,0.696,110.026,287907,2000,16,True
Stuntin' Like My Daddy,Birdman & Lil Wayne,0.71,0.882,F,-6.648,0.04,0.00908,0.162,0.806,160.012,267293,2007,20,True
Me Against The Music,Britney Spears Featuring Madonna,0.804,0.836,F#/Gb,-6.635,0.089,0.32,0.213,0.85,120.046,223773,2004,13,True
T-Shirt,Shontelle,0.679,0.657,F#/Gb,-6.222,0.0423,0.0219,0.295,0.363,86.984,234760,2009,17,True
Successful,Drake Featuring Trey Songz & Lil Wayne,0.562,0.544,G#/Ab,-5.065,0.369,0.536,0.17,0.231,159.517,375050,2009,18,True
My Town,Montgomery Gentry,0.511,0.846,D,-6.677,0.0531,0.00258,0.0777,0.528,93.848,285587,2003,20,True
Summertime,Kenny Chesney,0.48,0.928,E,-5.501,0.0899,0.169,0.0479,0.713,167.986,206587,2006,20,True
The Time Of My Life,David Cook,0.414,0.578,G#/Ab,-6.383,0.0287,0.0541,0.124,0.281,154.96,216147,2008,20,True
Blue Orchid,The White Stripes,0.482,0.642,A#/Bb,-8.535,0.325,0.0875,0.31,0.6,151.323,157560,2005,7,True
The One,Mary J. Blige Featuring Drake,0.413,0.807,B,-3.499,0.318,0.0536,0.631,0.438,149.33,296147,2009,10,True
American Life,Madonna,0.787,0.583,B,-7.16,0.176,0.0438,0.282,0.706,101.96,297840,2003,8,True
Boots On,Randy Houser,0.713,0.887,G#/Ab,-4.564,0.0322,0.0387,0.273,0.88,112.016,170813,2009,19,True
N 2 Gether Now,Limp Bizkit Featuring Method Man,0.752,0.753,F#/Gb,-7.721,0.357,0.114,0.317,0.604,102.549,289867,2000,11,True
Find A Way,Dwele,0.712,0.657,A#/Bb,-5.888,0.149,0.0577,0.234,0.437,97.993,249573,2003,12,True
If You're Reading This,Tim McGraw,0.305,0.304,B,-8.383,0.0285,0.823,0.67,0.341,145.49,252720,2007,18,True
High Maintenance Woman,Toby Keith,0.648,0.912,D,-3.879,0.0336,0.0313,0.38,0.799,123.024,201333,2007,17,True
Don't Rain On My Parade,Glee Cast,0.483,0.691,E,-5.223,0.0805,0.598,0.0918,0.597,79.666,165493,2009,1,True
I'm Not Okay (I Promise),My Chemical Romance,0.21,0.94,A,-3.427,0.123,0.00602,0.269,0.255,179.722,186480,2005,6,True
Without You,Dixie Chicks,0.626,0.424,D,-8.952,0.0253,0.313,0.134,0.173,91.812,210533,2001,20,True
She Bangs,Ricky Martin,0.63,0.95,C#/Db,-4.012,0.0806,0.000915,0.373,0.858,143.866,280627,2001,18,True
Rubber Band Man,T.I.,0.601,0.768,G#/Ab,-5.712,0.386,0.141,0.482,0.634,152.45,347507,2004,20,True
Kryptonite,3 Doors Down,0.545,0.865,B,-5.708,0.0286,0.00664,0.168,0.543,99.01,233933,2001,53,True
But For The Grace Of God,Keith Urban,0.666,0.7,C,-6.083,0.0267,0.131,0.254,0.644,104.021,224107,2001,20,True
This Is War,Thirty Seconds To Mars,0.404,0.723,F#/Gb,-5.26,0.0571,0.0661,0.233,0.225,160.048,326983,2009,1,True
Call Me,Tweet,0.552,0.706,C#/Db,-8.117,0.363,0.484,0.074,0.721,167.468,177373,2002,19,True
Tipsy,J-Kwon,0.925,0.744,C,-5.79,0.367,0.0644,0.0888,0.656,93.02,243227,2004,30,True
You Can't Hide Beautiful,Aaron Lines,0.448,0.572,F,-9.351,0.0292,0.186,0.151,0.303,157.979,230800,2003,17,True
South Side,Moby Featuring Gwen Stefani,0.61,0.723,E,-7.572,0.0422,0.0103,0.0748,0.45,97.147,229733,2001,32,True
Rehab,Rihanna,0.583,0.792,C#/Db,-5.894,0.0533,0.00321,0.315,0.397,80.055,294720,2009,17,True
Whiskey Girl,Toby Keith,0.646,0.875,F#/Gb,-3.786,0.0531,0.0142,0.347,0.586,123.052,238373,2004,20,True
One More Drink,Ludacris Co-Starring T-Pain,0.511,0.752,A#/Bb,-4.609,0.281,0.051,0.29,0.602,96.791,220827,2009,18,True
A Milli,Lil Wayne,0.664,0.69,F#/Gb,-8.65,0.29,0.0375,0.28,0.764,151.583,221760,2008,23,True
Girl,Paul Wall,0.693,0.729,E,-8.281,0.0347,0.000107,0.119,0.614,83.989,278453,2006,16,True
I Just Wanna Be Mad,Terri Clark,0.574,0.896,A#/Bb,-4.478,0.0393,0.0654,0.31,0.731,99.974,206400,2003,20,True
Shoulder Lean,Young Dro Featuring T.I.,0.7,0.518,E,-7.191,0.177,0.0471,0.1,0.542,75.973,258680,2006,20,True
Like Whoa,Aly & AJ,0.703,0.806,G#/Ab,-4.974,0.0555,0.00935,0.0948,0.844,120.996,150827,2008,8,True
Hate That I Love You,Rihanna Featuring Ne-Yo,0.637,0.73,F,-5.38,0.0874,0.323,0.0981,0.732,93.867,218947,2008,26,True
What Would You Do?,City High,0.733,0.794,G,-6.909,0.223,0.259,0.483,0.832,95.877,175560,2001,28,True
Real Big,Mannie Fresh,0.724,0.86,G,-3.544,0.0872,0.0139,0.254,0.553,96.956,228827,2005,12,True
Deep Inside Of You,Third Eye Blind,0.502,0.591,G,-4.522,0.0242,0.00585,0.0725,0.169,81.782,250533,2000,12,True
If It's Lovin' That You Want,Rihanna,0.745,0.694,G#/Ab,-7.519,0.128,0.0962,0.0454,0.74,95.924,208107,2006,20,True
Just Dance,Lady Gaga Featuring Colby O'Donis,0.822,0.739,C#/Db,-4.541,0.0311,0.0264,0.181,0.745,118.992,241933,2009,49,True
Up!,Shania Twain,0.657,0.755,F,-4.067,0.0374,0.0143,0.556,0.707,125.974,172973,2003,10,True
I'm Already There,Lonestar,0.377,0.395,D#/Eb,-8.622,0.0332,0.61,0.295,0.221,133.296,253373,2001,20,True
Country Comes To Town,Toby Keith,0.697,0.928,A,-4.173,0.0423,0.102,0.066,0.722,123.785,218000,2000,15,True
Wanna Get To Know You,G-Unit Featuring Joe,0.513,0.826,A#/Bb,-3.651,0.132,0.106,0.0675,0.889,76.91,265027,2004,18,True
Who Says,John Mayer,0.584,0.509,D,-13.109,0.0287,0.267,0.36,0.367,90.457,175480,2009,8,True
Wait For You,Elliott Yamin,0.764,0.487,C,-6.734,0.0281,0.25,0.184,0.352,116.027,261320,2007,30,True
Fade,Staind,0.471,0.846,C#/Db,-3.632,0.0416,0.00209,0.126,0.255,116.469,242600,2002,17,True
Thank You,Dido,0.722,0.595,C#/Db,-9.928,0.0415,0.284,0.0694,0.738,79.98,217827,2001,39,True
Here Comes Goodbye,Rascal Flatts,0.431,0.584,D,-6.025,0.0336,0.42,0.142,0.181,146.176,243787,2009,16,True
Dirty Little Secret,The All-American Rejects,0.465,0.954,A#/Bb,-4.251,0.044,0.000346,0.573,0.458,143.85,193653,2006,39,True
Without Me,Eminem,0.908,0.669,G,-2.827,0.0738,0.00286,0.237,0.662,112.238,290320,2002,20,True
I Don't Wanna Stop,Ozzy Osbourne,0.578,0.937,F,-3.926,0.0724,0.000963,0.4,0.769,137.937,239827,2007,7,True
Lo Que Me Gusta A Mi,Juanes,0.678,0.895,E,-5.339,0.0394,0.0582,0.0788,0.97,94.965,210627,2006,1,True
Stay,Sugarland,0.549,0.284,E,-8.383,0.0388,0.774,0.105,0.389,135.632,284427,2008,20,True
Naked,Marques Houston,0.75,0.511,A,-6.73,0.209,0.0863,0.0938,0.395,60.009,266560,2005,14,True
Alive,P.O.D.,0.421,0.95,A#/Bb,-3.985,0.0768,1.21e-05,0.314,0.553,80.912,205027,2002,20,True
Take A Message,Remy Shand,0.655,0.611,A#/Bb,-6.54,0.0402,0.302,0.111,0.555,80.035,243867,2002,6,True
I Turn To You,Christina Aguilera,0.599,0.47,C#/Db,-8.356,0.0376,0.38,0.111,0.298,127.177,273707,2000,22,True
Caught Out There,Kelis,0.848,0.691,G,-6.775,0.093,0.0512,0.0723,0.922,92.996,291707,2000,12,True
