track,artist,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,year,weeks-on-board,charted
Secrets,OneRepublic,0.516,0.764,D,-6.223,0.0366,0.0717,0.115,0.376,148.021,224693,2011,33,True
Feel So Close,Calvin Harris,0.707,0.924,G,-2.842,0.031,0.000972,0.204,0.919,127.937,206413,2012,26,True
No Money,Galantis,0.671,0.916,F#/Gb,-4.014,0.0397,0.0282,0.24,0.803,126.01,189127,2016,5,True
R.I.C.O.,Meek Mill Featuring Drake,0.727,0.599,C#/Db,-6.941,0.327,0.317,0.219,0.386,167.909,197133,2015,13,True
Hard Times,Paramore,0.695,0.818,F,-5.379,0.0334,0.00647,0.0219,0.916,119.965,182693,2017,1,True
Day Drinking,Little Big Town,0.591,0.959,A,-2.515,0.057,0.103,0.779,0.86,163.883,178840,2014,20,True
Blown Away,Carrie Underwood,0.531,0.843,A,-2.569,0.0429,0.0909,0.0283,0.392,136.991,240133,2012,22,True
Uptown Funk!,Mark Ronson Featuring Bruno Mars,0.856,0.609,C,-7.223,0.0824,0.00801,0.0344,0.928,114.988,269667,2016,56,True
The Truth,Jason Aldean,0.496,0.577,A,-5.305,0.0257,0.234,0.109,0.381,143.014,238413,2010,20,True
Hot Boy,Bobby Shmurda,0.859,0.5,A,-7.628,0.347,0.042,0.0616,0.186,83.981,194561,2015,25,True
U Guessed It,OG Maco Featuring 2 Chainz,0.843,0.286,C#/Db,-10.575,0.352,0.0125,0.0681,0.265,120.06,146064,2014,4,True
We'll Be A Dream,WE the Kings Featuring Demi Lovato,0.434,0.702,A,-4.681,0.0305,0.00346,0.232,0.15,159.94,233067,2010,6,True
Lonesome Broken And Blue,Adam Wakefield,0.425,0.543,E,-5.179,0.0284,0.61,0.313,0.316,136.538,232853,2016,1,True
Don't Stop,5 Seconds Of Summer,0.571,0.957,G#/Ab,-3.468,0.0633,0.00209,0.0425,0.892,149.946,169936,2014,3,True
Unusual,Trey Songz Featuring Drake,0.591,0.658,C,-5.881,0.195,0.182,0.615,0.623,81.933,212347,2011,11,True
We Were,Keith Urban,0.44,0.803,F,-6.162,0.0512,0.127,0.128,0.633,79.312,189104,2019,15,True
Timber,Pitbull Featuring Ke$ha,0.581,0.963,B,-4.087,0.0981,0.0295,0.139,0.788,129.992,204160,2014,39,True
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",0.876,0.63,D,-4.992,0.135,0.0841,0.0838,0.316,131.033,340413,2014,18,True
The House That Built Me,Miranda Lambert,0.515,0.3,F,-8.005,0.0289,0.575,0.115,0.206,81.12,236627,2010,20,True
Never Recover,Lil Baby & Gunna Featuring Drake,0.753,0.686,C#/Db,-5.415,0.284,0.0677,0.193,0.886,132.055,194732,2018,8,True
Life Changes,Thomas Rhett,0.687,0.845,G,-4.37,0.0576,0.1,0.0452,0.809,87.972,190227,2018,14,True
Drunk On Your Love,Brett Eldredge,0.443,0.831,B,-5.606,0.0616,0.414,0.204,0.588,182.064,173960,2016,15,True
No Worries,Lil Wayne Featuring Detail,0.844,0.592,F,-5.486,0.199,0.085,0.0817,0.819,128.033,221000,2013,22,True
Shoota,Playboi Carti Featuring Lil Uzi Vert,0.674,0.649,C#/Db,-8.433,0.199,0.191,0.122,0.48,153.069,153800,2018,4,True
Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,0.655,0.835,C#/Db,-3.451,0.059,0.0459,0.409,0.165,91.035,190412,2018,3,True
Nuketown,Ski Mask The Slump God Featuring Juice WRLD,0.808,0.617,A#/Bb,-9.32,0.442,0.113,0.734,0.632,149.962,166400,2019,6,True
All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,0.589,0.658,B,-5.288,0.203,0.0242,0.118,0.251,77.521,223973,2015,20,True
Too Good At Goodbyes,Sam Smith,0.681,0.372,F,-8.237,0.0432,0.64,0.169,0.476,91.873,201000,2018,24,True
Make A Movie,Twista Featuring Chris Brown,0.846,0.774,C#/Db,-5.131,0.0509,0.00752,0.207,0.375,120.012,202000,2011,14,True
This Is What It Feels Like,Armin van Buuren Featuring Trevor Guthrie,0.552,0.831,G#/Ab,-5.217,0.0298,0.0391,0.0632,0.144,129.889,204360,2013,1,True
Hold My Hand,Michael Jackson Duet With Akon,0.606,0.72,C#/Db,-5.842,0.0374,0.191,0.108,0.381,90.017,212227,2011,9,True
I'll Kill You,Summer Walker Featuring Jhene Aiko,0.679,0.443,A#/Bb,-8.528,0.153,0.427,0.106,0.363,104.049,179973,2019,3,True
Consequences,Camila Cabello,0.455,0.292,C,-6.792,0.0563,0.889,0.106,0.43,84.339,178467,2019,12,True
Black Widow,Iggy Azalea Featuring Rita Ora,0.743,0.72,B,-3.753,0.124,0.192,0.109,0.519,163.99,209423,2015,30,True
La La La,Naughty Boy Featuring Sam Smith,0.772,0.65,F#/Gb,-5.202,0.0306,0.107,0.0905,0.262,125.082,222200,2014,20,True
Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,0.626,0.67,G,-5.381,0.0534,0.318,0.0429,0.523,73.422,223253,2011,16,True
I Never Told You,Colbie Caillat,0.506,0.639,D#/Eb,-5.222,0.0285,0.171,0.315,0.385,144.073,233200,2010,20,True
Ain't Leavin Without You,Jaheim,0.738,0.746,A#/Bb,-6.351,0.25,0.187,0.248,0.785,99.024,201093,2010,4,True
All Or Nothing,Theory Of A Deadman,0.419,0.785,A#/Bb,-4.483,0.0313,0.0289,0.0799,0.332,152.053,210560,2010,1,True
Simple,Florida Georgia Line,0.362,0.882,D#/Eb,-3.717,0.0973,0.0791,0.15,0.864,199.811,185200,2018,20,True
The Night Is Still Young,Nicki Minaj,0.656,0.692,C#/Db,-6.145,0.0563,0.00212,0.128,0.693,128.016,227560,2015,17,True
Lean On,Major Lazer & DJ Snake Featuring MO,0.723,0.809,G,-3.081,0.0625,0.00346,0.565,0.274,98.007,176561,2016,48,True
Gimmie That Girl,Joe Nichols,0.5,0.9,D,-3.577,0.117,0.205,0.694,0.675,162.249,185453,2010,20,True
MotorSport,"Migos, Nicki Minaj & Cardi B",0.904,0.518,D,-5.32,0.183,0.0305,0.325,0.188,137.996,303077,2018,22,True
BAD!,XXXTENTACION,0.799,0.526,G#/Ab,-5.153,0.0717,0.334,0.0571,0.746,129.875,150475,2019,11,True
I Don't Care,Ed Sheeran & Justin Bieber,0.798,0.675,F#/Gb,-5.041,0.0442,0.0912,0.0894,0.842,101.956,219947,2020,39,True
Who Dat Girl,Flo Rida Featuring Akon,0.719,0.616,C#/Db,-3.951,0.0395,0.00683,0.0742,0.625,124.963,200880,2011,15,True
On To The Next One,Jay-Z + Swizz Beatz,0.546,0.908,A#/Bb,-1.655,0.417,0.215,0.107,0.59,116.885,256133,2010,14,True
Your Love,Nicki Minaj,0.424,0.52,B,-10.231,0.343,0.00204,0.411,0.184,189.613,245253,2010,20,True
Hey Girl,Billy Currington,0.548,0.673,C#/Db,-5.29,0.0268,0.0158,0.0794,0.652,81.947,200533,2013,21,True
White Iverson,Post Malone,0.675,0.562,G,-7.678,0.0352,0.233,0.0816,0.309,130.098,256533,2016,30,True
Ass Back Home,Gym Class Heroes Featuring Neon Hitch,0.716,0.838,A#/Bb,-4.289,0.0513,0.134,0.148,0.646,130.034,222213,2012,23,True
Undo It,Carrie Underwood,0.476,0.84,D,-2.259,0.058,0.11,0.046,0.648,156.254,177253,2010,20,True
Flashlight,Jessie J,0.379,0.618,F,-7.065,0.0586,0.337,0.102,0.4,147.53,209560,2015,7,True
Keep Your Head Up,Andy Grammer,0.674,0.778,C,-5.367,0.0376,0.0469,0.145,0.816,90.01,189933,2011,20,True
Jugg,Fetty Wap Featuring Monty,0.635,0.721,A#/Bb,-4.811,0.049,0.0324,0.222,0.499,148.064,200253,2016,6,True
homecoming queen?,Kelsea Ballerini,0.462,0.512,A,-5.443,0.0334,0.478,0.0993,0.29,114.014,167796,2020,13,True
Famous,Kanye West,0.465,0.735,F#/Gb,-3.715,0.117,0.0711,0.0975,0.409,173.935,196040,2016,14,True
Could It Be,Charlie Worsham,0.641,0.745,E,-6.496,0.0324,0.0607,0.104,0.719,90.501,204880,2013,2,True
Most People Are Good,Luke Bryan,0.586,0.732,G#/Ab,-6.171,0.0279,0.176,0.148,0.582,150.109,221801,2018,18,True
You Gonna Fly,Keith Urban,0.457,0.846,E,-8.547,0.0477,0.0598,0.34,0.851,177.353,216867,2012,18,True
Take It On Back,Chase Bryant,0.558,0.814,D,-5.378,0.0645,0.0129,0.0666,0.672,157.959,246613,2015,8,True
Cheers (Drink To That),Rihanna,0.576,0.912,A,-3.623,0.0403,0.0182,0.293,0.727,79.981,261747,2011,18,True
Stuck In A Dream,Lil Mosey x Gunna,0.748,0.648,A#/Bb,-6.445,0.0816,0.481,0.126,0.726,139.952,123560,2019,4,True
At The Club,Jacquees X Dej Loaf,0.805,0.653,G,-7.076,0.0829,0.109,0.074,0.417,92.017,173054,2018,7,True
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",0.608,0.709,G,-6.175,0.374,0.119,0.337,0.709,105.742,272069,2019,1,True
When She Says Baby,Jason Aldean,0.673,0.76,C,-5.126,0.0361,0.0682,0.309,0.807,113.063,171120,2014,20,True
I Won,Future Featuring Kanye West,0.606,0.66,A,-5.788,0.258,0.743,0.396,0.317,83.746,239733,2014,3,True
Every Little Thing,Carly Pearce,0.636,0.428,C,-6.512,0.0375,0.434,0.0903,0.32,139.919,181053,2017,17,True
Dibs,Kelsea Ballerini,0.638,0.733,E,-4.7,0.052,0.231,0.103,0.651,87.999,183947,2016,17,True
I Don't Mind,Usher Featuring Juicy J,0.87,0.464,E,-8.337,0.178,0.205,0.0902,0.457,112.974,251989,2015,23,True
Out Of The Woods,Taylor Swift,0.552,0.841,G,-6.938,0.0372,0.00103,0.337,0.342,91.993,235800,2016,10,True
Magnolia,Playboi Carti,0.791,0.581,B,-7.323,0.286,0.0113,0.35,0.438,162.99,181812,2017,20,True
I'll Show You,Justin Bieber,0.361,0.608,A,-6.757,0.098,0.05,0.183,0.0789,191.812,199947,2016,12,True
Lord Above,Fat Joe & Dre Featuring Eminem & Mary J. Blige,0.511,0.719,F,-6.261,0.117,0.198,0.545,0.61,77.481,294775,2019,1,True
Cop Car,Keith Urban,0.538,0.664,C#/Db,-6.318,0.0392,0.193,0.0918,0.366,154.033,256747,2014,18,True
Saturday Nights,Khalid & Kane Brown,0.551,0.44,A#/Bb,-8.559,0.0985,0.606,0.11,0.341,167.923,210667,2019,12,True
It's The Most Wonderful Time Of The Year,Andy Williams,0.24,0.598,G,-8.435,0.037,0.766,0.117,0.776,202.082,151933,2021,21,True
Crying In The Club,Camila Cabello,0.334,0.617,F#/Gb,-5.834,0.383,0.334,0.163,0.603,85.227,216391,2017,9,True
Somewhere In My Car,Keith Urban,0.588,0.861,A#/Bb,-5.531,0.0395,0.00546,0.0797,0.525,118.008,195973,2015,20,True
In Case You Didn't Know,Brett Young,0.607,0.536,A#/Bb,-7.306,0.0305,0.386,0.102,0.434,147.986,224853,2017,28,True
22,Taylor Swift,0.658,0.729,G,-6.561,0.0378,0.00215,0.0752,0.668,104.007,230133,2013,20,True
Love You Like A Love Song,Selena Gomez & The Scene,0.858,0.678,C#/Db,-3.87,0.0469,0.0761,0.0741,0.922,117.009,188453,2012,38,True
Do What U Want,Lady Gaga Featuring R. Kelly,0.778,0.801,A,-4.65,0.086,0.345,0.0881,0.534,97.47,216573,2014,19,True
Another One Bites The Dust,Glee Cast,0.95,0.432,A,-5.457,0.109,0.0249,0.155,0.769,109.99,180760,2010,1,True
No Type,Rae Sremmurd,0.891,0.486,F#/Gb,-7.803,0.159,0.0158,0.0925,0.239,125.01,200080,2015,26,True
Broken,lovelytheband,0.666,0.728,G,-5.808,0.0419,0.00175,0.0429,0.51,122.996,204878,2018,22,True
Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,0.524,0.679,F#/Gb,-8.68,0.0435,0.583,0.163,0.676,172.977,228107,2014,19,True
I Do,Cardi B Featuring SZA,0.886,0.473,G,-7.338,0.255,0.27,0.0864,0.438,135.065,200205,2018,5,True
Automatic,Miranda Lambert,0.591,0.703,A#/Bb,-6.211,0.0256,0.0435,0.145,0.402,95.993,247827,2014,19,True
Call Out My Name,The Weeknd,0.461,0.593,C#/Db,-4.954,0.0356,0.17,0.307,0.175,134.17,228373,2018,18,True
Reality,Kenny Chesney,0.315,0.925,C,-4.507,0.117,0.00296,0.114,0.415,185.305,210640,2012,20,True
Secreto,Anuel AA & Karol G,0.807,0.803,B,-4.156,0.126,0.602,0.136,0.706,91.987,258800,2019,11,True
Wish I Knew You,The Revivalists,0.649,0.718,C,-6.593,0.0261,0.143,0.124,0.718,101.034,274093,2017,9,True
Sippin' On Fire,Florida Georgia Line,0.476,0.92,A#/Bb,-3.223,0.0329,0.00485,0.355,0.694,142.952,193640,2015,20,True
Ruin My Life,Zara Larsson,0.665,0.699,B,-5.265,0.0578,0.423,0.0969,0.585,124.896,190932,2019,7,True
Anything Could Happen,Ellie Goulding,0.52,0.775,C,-4.174,0.0554,0.411,0.157,0.401,206.097,286322,2013,20,True
Blue Tacoma,Russell Dickerson,0.455,0.897,A,-4.879,0.0403,0.0183,0.174,0.728,160.139,212067,2019,19,True
Omen,Disclosure Featuring Sam Smith,0.671,0.786,G#/Ab,-4.857,0.14,0.115,0.363,0.621,106.057,196817,2015,6,True
Ima Boss,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",0.37,0.87,F,-2.09,0.271,0.0415,0.604,0.331,79.092,250240,2012,2,True
Get Lucky,Daft Punk Featuring Pharrell Williams,0.81,0.793,F#/Gb,-9.404,0.0403,0.0378,0.072,0.863,116.049,369627,2013,29,True
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,0.741,0.845,F,-3.568,0.0381,0.15,0.174,0.926,129.939,233613,2019,9,True
XO,John Mayer,0.431,0.377,D,-9.753,0.0288,0.749,0.211,0.353,173.67,213627,2014,1,True
From A Table Away,Sunny Sweeney,0.547,0.805,G#/Ab,-4.34,0.0293,0.0393,0.332,0.557,110.027,215333,2011,12,True
"Save Me, San Francisco",Train,0.639,0.938,D,-2.729,0.0433,0.0531,0.617,0.886,112.012,249427,2011,11,True
Paradise,Bazzi,0.844,0.644,B,-6.273,0.0479,0.0828,0.113,0.591,122.061,169038,2019,3,True
New Rules,Dua Lipa,0.762,0.7,A,-6.021,0.0694,0.00261,0.153,0.608,116.073,209320,2018,48,True
Light It Up,"Marshmello, Tyga & Chris Brown",0.81,0.625,B,-3.593,0.071,0.0407,0.118,0.598,100.019,137448,2019,1,True
Hot,Young Thug Featuring Gunna,0.855,0.651,C,-8.044,0.235,0.063,0.0772,0.559,111.997,193027,2020,26,True
Burning House,Cam,0.728,0.253,C,-8.427,0.0304,0.887,0.133,0.457,140.923,231333,2016,25,True
Glow,Drake Featuring Kanye West,0.688,0.384,A,-8.824,0.375,0.2,0.708,0.432,162.097,206120,2017,2,True
Smoke A Little Smoke,Eric Church,0.77,0.641,A#/Bb,-6.077,0.035,0.0206,0.106,0.639,96.98,191333,2011,20,True
Sunshine & Whiskey,Frankie Ballard,0.67,0.737,A,-6.794,0.0434,0.223,0.325,0.754,92.983,182400,2014,20,True
Bottoms Up,Trey Songz Featuring Nicki Minaj,0.845,0.601,C#/Db,-5.283,0.161,0.0205,0.385,0.329,74.008,242013,2011,26,True
Hands To Myself,Selena Gomez,0.811,0.499,F,-7.161,0.118,0.0147,0.342,0.466,111.016,200680,2016,20,True
Good Time,Owl City & Carly Rae Jepsen,0.56,0.872,D#/Eb,-4.269,0.14,0.0239,0.371,0.681,126.053,205933,2012,24,True
All Girls Are The Same,Juice WRLD,0.671,0.529,C,-7.226,0.307,0.0769,0.0856,0.203,161.989,165820,2018,20,True
Side To Side,Ariana Grande Featuring Nicki Minaj,0.515,0.865,F#/Gb,-4.065,0.161,0.0251,0.971,0.372,158.053,260519,2017,28,True
Suge,DaBaby,0.876,0.662,D,-6.482,0.426,0.0608,0.127,0.844,75.445,163320,2020,37,True
Love Like Woe,The Ready Set,0.697,0.775,A#/Bb,-4.106,0.0636,0.139,0.0737,0.822,90.015,200453,2011,21,True
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",0.706,0.786,C,-3.417,0.0909,0.26,0.38,0.749,150.035,199387,2015,31,True
One Less Lonely Girl,Justin Bieber,0.58,0.75,E,-4.421,0.194,0.159,0.274,0.728,86.938,229107,2010,16,True
Speechless,Dan + Shay,0.616,0.438,C#/Db,-5.968,0.0298,0.356,0.24,0.386,135.929,213387,2019,40,True
The Middle,"Zedd, Maren Morris & Grey",0.753,0.657,G,-3.061,0.0449,0.171,0.112,0.437,107.01,184732,2018,40,True
Ghost Town,Adam Lambert,0.703,0.736,E,-5.709,0.046,0.186,0.174,0.274,119.955,208330,2015,17,True
Sexy People (The Fiat Song),Arianna Featuring Pitbull,0.708,0.79,A,-4.49,0.0544,0.015,0.272,0.657,131.075,208667,2013,1,True
Record Year,Eric Church,0.589,0.641,F,-8.12,0.0838,0.205,0.0864,0.57,160.031,179347,2016,20,True
Magic,Coldplay,0.738,0.483,F#/Gb,-8.915,0.0403,0.0262,0.106,0.355,93.458,285014,2014,14,True
Selfish,Future Featuring Rihanna,0.415,0.369,G#/Ab,-10.044,0.0741,0.0303,0.383,0.0913,95.746,251423,2017,10,True
Shadow Days,John Mayer,0.52,0.559,D,-9.615,0.0254,0.0736,0.116,0.254,146.944,228173,2012,3,True
Stolen Dance,Milky Chance,0.885,0.581,B,-8.813,0.0378,0.427,0.0759,0.728,114.016,313684,2015,25,True
Girl On Fire,Alicia Keys Featuring Nicki Minaj,0.482,0.706,A,-5.762,0.0609,0.135,0.105,0.144,92.494,224920,2013,30,True
Kiss You,One Direction,0.63,0.934,E,-2.559,0.0589,0.0186,0.324,0.905,89.992,182960,2013,16,True
I Will Always Love You,Whitney Houston,0.306,0.214,E,-12.518,0.0356,0.844,0.0839,0.108,66.98,271093,2012,29,True
Might Be,DJ Luke Nasty,0.448,0.782,A,-6.766,0.458,0.378,0.114,0.694,74.037,210704,2016,10,True
Get Along,Kenny Chesney,0.632,0.804,G,-6.109,0.0503,0.101,0.17,0.35,92.456,199625,2018,21,True
Jerry Sprunger,Tory Lanez & T-Pain,0.76,0.746,C,-5.331,0.227,0.137,0.0905,0.449,100.011,233546,2020,10,True
1901,Phoenix,0.591,0.831,C,-5.647,0.0415,0.0605,0.19,0.705,144.084,193107,2010,13,True
Wish You Were Here,Avril Lavigne,0.454,0.865,E,-3.841,0.0561,0.0323,0.186,0.34,166.018,225760,2012,7,True
Might Not,Belly Featuring The Weeknd,0.792,0.563,C#/Db,-4.836,0.0787,0.318,0.13,0.321,134.022,224213,2016,17,True
Mark My Words,Justin Bieber,0.383,0.256,C,-8.572,0.0332,0.88,0.169,0.519,114.188,134347,2015,4,True
Farmer's Daughter,Rodney Atkins,0.612,0.791,F#/Gb,-3.519,0.0291,0.224,0.112,0.786,133.977,207040,2010,21,True
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,0.746,0.787,E,-6.373,0.12,0.214,0.0669,0.607,95.005,206187,2019,10,True
Promise,Romeo Santos Featuring Usher,0.764,0.739,C#/Db,-6.422,0.0574,0.403,0.0821,0.77,132.995,252253,2011,9,True
The Man,Aloe Blacc,0.308,0.769,B,-7.256,0.065,0.0331,0.214,0.488,81.853,254880,2014,20,True
Fresh Eyes,Andy Grammer,0.828,0.56,C,-6.685,0.0327,0.548,0.15,0.872,122.054,198001,2017,18,True
Can't Get Enough,J. Cole Featuring Trey Songz,0.768,0.62,D,-7.399,0.0658,0.139,0.521,0.589,132.035,225960,2012,20,True
Higher Love,Kygo X Whitney Houston,0.693,0.678,G#/Ab,-7.159,0.0324,0.0154,0.101,0.404,103.952,228267,2019,9,True
No Flex Zone,Rae Sremmurd,0.925,0.518,G#/Ab,-5.831,0.106,0.00433,0.0976,0.241,120.064,231067,2014,20,True
Thotiana,Blueface,0.906,0.382,A#/Bb,-12.89,0.269,0.18,0.113,0.391,104.025,129264,2019,20,True
Like I Would,Zayn,0.565,0.832,A#/Bb,-5.732,0.114,0.0247,0.26,0.233,112.827,192133,2016,3,True
Let's Go Crazy,Prince And The Revolution,0.309,0.93,B,-6.399,0.125,0.0192,0.106,0.376,195.815,280000,2016,21,True
Immortal,21 Savage,0.741,0.87,F#/Gb,-3.494,0.503,0.00813,0.114,0.663,184.194,254723,2019,2,True
Dear Future Husband,Meghan Trainor,0.655,0.782,C#/Db,-4.789,0.185,0.375,0.317,0.832,79.427,184227,2015,24,True
Amnesia,5 Seconds Of Summer,0.594,0.497,D,-5.26,0.0303,0.0343,0.162,0.101,101.671,237248,2014,20,True
OTW,"Khalid, Ty Dolla $ign & 6LACK",0.652,0.678,D,-6.183,0.0541,0.183,0.106,0.28,72.989,263014,2018,18,True
What's Free,Meek Mill Featuring Rick Ross & JAY-Z,0.511,0.718,B,-6.293,0.404,0.000322,0.111,0.267,166.42,362839,2018,2,True
Sex Therapy,Robin Thicke,0.702,0.53,D#/Eb,-4.384,0.0296,0.679,0.241,0.319,112.036,275147,2010,19,True
When We Were Young,Adele,0.381,0.594,D#/Eb,-5.97,0.0486,0.348,0.0925,0.273,143.86,290907,2016,20,True
Hookah,Tyga Featuring Young Thug,0.678,0.484,C#/Db,-6.647,0.43,0.735,0.117,0.219,190.04,202320,2014,11,True
You The Boss,Rick Ross Featuring Nicki Minaj,0.715,0.68,B,-6.57,0.14,0.00704,0.139,0.473,140.991,280667,2012,17,True
Walk,Foo Fighters,0.231,0.866,A,-5.131,0.0517,3.62e-05,0.29,0.191,138.311,255960,2011,13,True
Tonight Tonight,Hot Chelle Rae,0.686,0.783,E,-4.977,0.119,0.0764,0.163,0.814,99.978,200467,2011,30,True
Barbie Dreams,Nicki Minaj,0.855,0.787,G#/Ab,-4.134,0.334,0.313,0.194,0.702,88.003,279867,2018,7,True
Erase Me,Kid Cudi Featuring Kanye West,0.688,0.631,A,-5.612,0.13,0.063,0.108,0.854,186.066,192253,2010,5,True
Cold,Maroon 5 Featuring Future,0.693,0.717,A,-6.346,0.107,0.14,0.0464,0.412,99.836,234308,2017,20,True
Deja Vu,Post Malone Featuring Justin Bieber,0.62,0.69,G,-6.508,0.0493,0.0931,0.131,0.331,133.935,234213,2016,2,True
She's So Mean,matchbox twenty,0.672,0.875,C,-3.728,0.0378,0.0136,0.279,0.676,118.014,232320,2012,17,True
She Knows,J. Cole Featuring Amber Coffman & The Cults,0.766,0.739,C#/Db,-10.364,0.0805,0.0192,0.229,0.185,118.005,296520,2014,5,True
Come Back Song,Darius Rucker,0.516,0.745,A,-5.674,0.0381,0.138,0.114,0.77,177.781,235147,2010,20,True
No Role Modelz,J. Cole,0.696,0.521,A#/Bb,-8.465,0.332,0.302,0.0565,0.458,100.0,292987,2016,25,True
(It) Feels So Good,Steven Tyler,0.738,0.952,F#/Gb,-3.386,0.0515,0.0631,0.216,0.899,122.0,211293,2011,4,True
Playing Games,Summer Walker,0.726,0.408,B,-6.606,0.0614,0.603,0.225,0.459,115.918,143227,2020,20,True
Diplomatic Immunity,Drake,0.654,0.839,A,-5.076,0.443,0.00531,0.308,0.549,74.886,255867,2018,3,True
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,0.878,0.619,F#/Gb,-5.56,0.102,0.0533,0.113,0.639,136.041,157067,2020,45,True
Creepin',Eric Church,0.464,0.889,F,-5.042,0.0497,0.0389,0.31,0.539,87.858,232720,2013,20,True
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,0.79,0.629,A,-7.172,0.138,0.179,0.356,0.833,124.063,127742,2019,2,True
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,0.874,0.727,G#/Ab,-7.689,0.0777,0.09,0.0759,0.427,98.97,214160,2019,19,True
HP,Maluma,0.837,0.791,E,-3.157,0.0773,0.252,0.188,0.618,91.98,184436,2019,1,True
Right Now,Rihanna Featuring David Guetta,0.668,0.64,D#/Eb,-5.208,0.0888,0.049,0.0675,0.259,130.004,181627,2013,9,True
Listen Before I Go,Billie Eilish,0.319,0.0561,C,-23.023,0.045,0.935,0.388,0.082,79.764,242652,2019,1,True
Lose My Mind,Brett Eldredge,0.68,0.755,F#/Gb,-5.509,0.029,0.0206,0.21,0.824,101.048,155440,2015,20,True
I Hold On,Dierks Bentley,0.614,0.715,C,-6.451,0.0445,0.0849,0.102,0.231,117.956,279533,2014,19,True
All That Matters,Justin Bieber,0.696,0.513,F#/Gb,-5.567,0.0424,0.00508,0.0682,0.144,129.859,191173,2014,8,True
Filthy,Justin Timberlake,0.745,0.579,C#/Db,-5.771,0.138,0.0354,0.246,0.645,97.002,293947,2018,6,True
Otherside,Post Malone,0.652,0.643,A,-5.667,0.0353,0.318,0.208,0.109,104.932,228227,2018,2,True
Walk Me Home,P!nk,0.652,0.453,C#/Db,-6.119,0.0445,0.0519,0.179,0.432,88.038,177391,2019,20,True
You Look Good,Lady Antebellum,0.656,0.917,C,-4.652,0.0495,0.045,0.0878,0.961,152.067,181000,2017,20,True
We Were Us,Keith Urban And Miranda Lambert,0.578,0.937,D,-5.685,0.0481,0.0294,0.122,0.479,102.98,191747,2014,20,True
Am I Wrong,Nico & Vinz,0.725,0.68,G#/Ab,-5.465,0.0306,0.162,0.158,0.76,119.939,247520,2014,31,True
When I Was Your Man,Chris Jamison,0.367,0.443,A#/Bb,-7.286,0.0303,0.807,0.0796,0.637,72.837,185501,2014,1,True
Love Me Anyway,P!nk Featuring Chris Stapleton,0.368,0.321,D#/Eb,-5.904,0.0272,0.769,0.135,0.0673,139.001,188120,2019,1,True
You And I,Lady Gaga,0.518,0.709,D,-5.234,0.0476,0.075,0.0935,0.514,127.083,307347,2011,20,True
100,The Game Featuring Drake,0.559,0.716,B,-3.964,0.39,0.737,0.252,0.504,176.618,275227,2015,10,True
Lose My Mind,Young Jeezy Featuring Plies,0.705,0.75,C#/Db,-4.558,0.0522,0.0632,0.146,0.392,77.817,241947,2010,15,True
Ball,T.I. Featuring Lil Wayne,0.772,0.885,C#/Db,-4.736,0.0847,0.193,0.0953,0.512,94.98,205360,2013,20,True
Mirror,Lil Wayne Featuring Bruno Mars,0.331,0.622,F,-7.291,0.092,0.858,0.104,0.388,64.468,228093,2012,17,True
One Thing,One Direction,0.713,0.718,D,-3.806,0.0278,0.00233,0.0838,0.656,126.999,197600,2012,20,True
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",0.603,0.602,F#/Gb,-7.083,0.23,0.049,0.279,0.595,119.703,248472,2019,1,True
Adorn,Miguel,0.625,0.576,B,-5.693,0.175,0.0543,0.187,0.235,179.063,193147,2013,33,True
Beat Of The Music,Brett Eldredge,0.629,0.808,A,-4.125,0.0269,0.00898,0.0751,0.773,110.001,179293,2014,20,True
Don't Stop The Party,Pitbull Featuring TJR,0.722,0.958,E,-3.617,0.0912,0.00726,0.375,0.952,127.008,206120,2013,20,True
Neon Lights,Demi Lovato,0.631,0.819,A,-4.24,0.122,0.0767,0.1,0.733,125.928,233173,2014,20,True
KMT,Drake Featuring Giggs,0.875,0.6,C#/Db,-6.818,0.0435,0.0189,0.132,0.0906,119.987,162638,2017,2,True
"Mary, Did You Know?",Pentatonix,0.497,0.312,B,-9.088,0.0269,0.302,0.0968,0.177,105.036,203373,2017,7,True
Don't Let Me Down,The Chainsmokers Featuring Daya,0.532,0.869,B,-5.094,0.172,0.157,0.136,0.422,159.803,208373,2017,52,True
Gold,Kiiara,0.6,0.412,G#/Ab,-9.343,0.344,0.615,0.134,0.408,113.049,225882,2016,27,True
