track,artist,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,year,weeks-on-board,charted
Wanna Get To Know You,G-Unit Featuring Joe,0.513,0.826,A#/Bb,-3.651,0.132,0.106,0.0675,0.889,76.91,265027.0,2004.0,18,True
Who Says,John Mayer,0.584,0.509,D,-13.109,0.0287,0.267,0.36,0.367,90.457,175480.0,2009.0,8,True
Wait For You,Elliott Yamin,0.764,0.487,C,-6.734,0.0281,0.25,0.184,0.352,116.027,261320.0,2007.0,30,True
Fade,Staind,0.471,0.846,C#/Db,-3.632,0.0416,0.00209,0.126,0.255,116.469,242600.0,2002.0,17,True
Thank You,Dido,0.722,0.595,C#/Db,-9.928,0.0415,0.284,0.0694,0.738,79.98,217827.0,2001.0,39,True
Here Comes Goodbye,Rascal Flatts,0.431,0.584,D,-6.025,0.0336,0.42,0.142,0.181,146.176,243787.0,2009.0,16,True
Dirty Little Secret,The All-American Rejects,0.465,0.954,A#/Bb,-4.251,0.044,0.000346,0.573,0.458,143.85,193653.0,2006.0,39,True
Without Me,Eminem,0.908,0.669,G,-2.827,0.0738,0.00286,0.237,0.662,112.238,290320.0,2002.0,20,True
I Don't Wanna Stop,Ozzy Osbourne,0.578,0.937,F,-3.926,0.0724,0.000963,0.4,0.769,137.937,239827.0,2007.0,7,True
Lo Que Me Gusta A Mi,Juanes,0.678,0.895,E,-5.339,0.0394,0.0582,0.0788,0.97,94.965,210627.0,2006.0,1,True
Stay,Sugarland,0.549,0.284,E,-8.383,0.0388,0.774,0.105,0.389,135.632,284427.0,2008.0,20,True
Naked,Marques Houston,0.75,0.511,A,-6.73,0.209,0.0863,0.0938,0.395,60.009,266560.0,2005.0,14,True
Alive,P.O.D.,0.421,0.95,A#/Bb,-3.985,0.0768,1.21e-05,0.314,0.553,80.912,205027.0,2002.0,20,True
Take A Message,Remy Shand,0.655,0.611,A#/Bb,-6.54,0.0402,0.302,0.111,0.555,80.035,243867.0,2002.0,6,True
I Turn To You,Christina Aguilera,0.599,0.47,C#/Db,-8.356,0.0376,0.38,0.111,0.298,127.177,273707.0,2000.0,22,True
Caught Out There,Kelis,0.848,0.691,G,-6.775,0.093,0.0512,0.0723,0.922,92.996,291707.0,2000.0,12,True
Bring Out The Freak In You,Lil Rob,0.95,0.504,E,-7.367,0.113,0.000745,0.32,0.712,110.027,229560.0,2006.0,7,True
Again,Lenny Kravitz,0.55,0.805,D,-5.218,0.0271,0.0148,0.105,0.786,79.168,231667.0,2001.0,32,True
I Try,Macy Gray,0.593,0.642,D,-7.284,0.0299,0.313,0.0804,0.736,76.403,239440.0,2000.0,27,True
Love,Musiq Soulchild,0.569,0.385,C#/Db,-9.919,0.0499,0.342,0.0876,0.339,99.739,304667.0,2001.0,21,True
Wind It Up,Gwen Stefani,0.961,0.9,G#/Ab,-6.874,0.0678,0.309,0.354,0.95,120.006,189587.0,2007.0,18,True
All Good Things (Come To An End),Nelly Furtado,0.661,0.653,A,-7.717,0.0357,0.194,0.119,0.387,100.899,311093.0,2007.0,4,True
Fake It,Seether,0.611,0.95,G#/Ab,-3.509,0.0518,0.00141,0.0543,0.607,132.078,193893.0,2008.0,20,True
More Than That,Backstreet Boys,0.58,0.729,E,-6.705,0.0287,0.0102,0.0805,0.483,80.061,224933.0,2001.0,20,True
Mirror Mirror,M2M,0.696,0.685,C#/Db,-5.53,0.0246,0.218,0.0988,0.507,100.088,200427.0,2000.0,18,True
Pictures Of You,The Last Goodnight,0.325,0.816,D,-3.714,0.0633,0.165,0.0729,0.579,207.673,190173.0,2008.0,18,True
Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,0.844,0.754,F#/Gb,-5.46,0.207,0.00833,0.0575,0.961,100.002,187840.0,2003.0,20,True
Number One,Pharrell Featuring Kanye West,0.687,0.843,D,-5.65,0.204,0.0105,0.0957,0.77,87.911,198000.0,2006.0,3,True
Check On It,Beyonce Featuring Slim Thug,0.705,0.796,G,-6.845,0.267,0.0708,0.388,0.864,166.042,210453.0,2006.0,28,True
Big Green Tractor,Jason Aldean,0.623,0.59,E,-5.014,0.028,0.646,0.295,0.579,137.071,204200.0,2009.0,20,True
Freaky Gurl,Gucci Mane,0.755,0.644,G,-2.464,0.0642,0.0172,0.193,0.742,147.019,226720.0,2008.0,17,True
Magnificent,U2,0.529,0.715,F#/Gb,-6.065,0.0348,0.00012,0.112,0.592,114.973,324013.0,2009.0,1,True
Crying Out For Me,Mario,0.509,0.72,C#/Db,-6.935,0.0682,0.196,0.284,0.505,130.063,288387.0,2008.0,20,True
Steal My Sunshine,Len,0.413,0.829,E,-11.111,0.529,0.394,0.108,0.677,191.477,265533.0,2000.0,25,True
U Know What's Up,Donell Jones,0.854,0.543,G#/Ab,-6.166,0.0844,0.0402,0.0419,0.868,103.032,243733.0,2000.0,24,True
Between Me And You,Ja Rule Featuring Christina Milian,0.818,0.883,C,-4.547,0.0695,0.0202,0.243,0.405,93.67,250173.0,2001.0,20,True
Things That Never Cross A Man's Mind,Kellie Pickler,0.67,0.893,A,-3.954,0.0369,0.0349,0.692,0.735,117.624,189533.0,2008.0,1,True
In Another World,Joe Diffie,0.47,0.63,G,-7.194,0.0266,0.057,0.257,0.357,78.0,226533.0,2002.0,11,True
Naggin,Ying Yang Twins,0.708,0.854,C#/Db,-5.724,0.0322,0.000682,0.278,0.914,100.005,263227.0,2003.0,10,True
Way Of Life,Lil Wayne,0.877,0.784,A,-4.146,0.298,0.0247,0.0792,0.686,97.89,239800.0,2002.0,12,True
Hips Don't Lie,Shakira Featuring Wyclef Jean,0.778,0.824,A#/Bb,-5.892,0.0712,0.284,0.405,0.756,100.024,218093.0,2006.0,31,True
Hanginaround,Counting Crows,0.503,0.785,C,-6.571,0.0743,0.295,0.744,0.734,91.464,247333.0,2000.0,20,True
Say My Name,Destiny's Child,0.713,0.678,F,-3.525,0.102,0.273,0.149,0.734,138.009,271333.0,2000.0,32,True
Shuttin' Detroit Down,John Rich,0.512,0.76,G,-2.507,0.0311,0.292,0.189,0.584,167.884,241640.0,2009.0,8,True
I Am Mine,Pearl Jam,0.323,0.728,G,-5.416,0.0321,0.00394,0.102,0.489,161.586,215333.0,2002.0,8,True
Year 3000,Jonas Brothers,0.659,0.857,B,-5.85,0.0437,0.0045,0.335,0.798,106.965,201960.0,2007.0,9,True
Don't Bother,Shakira,0.617,0.741,G,-4.094,0.0438,0.00632,0.166,0.222,129.976,257027.0,2006.0,9,True
Little Moments,Brad Paisley,0.558,0.551,A,-6.333,0.0263,0.245,0.231,0.347,78.374,221067.0,2004.0,20,True
Teenage Love Affair,Alicia Keys,0.636,0.826,B,-4.668,0.162,0.632,0.197,0.679,87.665,190200.0,2008.0,16,True
The World's Greatest,R. Kelly,0.661,0.604,B,-6.436,0.0358,0.248,0.0469,0.721,95.971,277600.0,2002.0,18,True
The Adventure,Angels & Airwaves,0.543,0.878,B,-5.994,0.0472,0.0485,0.125,0.189,144.157,312533.0,2006.0,14,True
One Step Closer,Linkin Park,0.492,0.969,A,-4.419,0.0491,0.0014,0.0787,0.538,95.136,157333.0,2001.0,17,True
She Got It,2 Pistols Featuring T-Pain & Tay Dizm,0.517,0.747,A#/Bb,-6.191,0.105,0.00431,0.345,0.271,134.062,274053.0,2008.0,20,True
24's,T.I.,0.739,0.725,F#/Gb,-4.301,0.203,0.227,0.0991,0.582,162.06,282907.0,2003.0,15,True
Been There,Clint Black With Steve Wariner,0.637,0.867,D,-5.427,0.0298,0.00575,0.0542,0.731,92.826,335200.0,2000.0,20,True
Make Her Say,Kid Cudi Featuring Kanye West & Common,0.93,0.712,A#/Bb,-5.156,0.0666,0.245,0.116,0.456,99.054,216413.0,2009.0,15,True
Move Ya Body,Nina Sky Featuring Jabba,0.898,0.744,B,-5.062,0.12,0.152,0.156,0.901,120.979,258733.0,2004.0,26,True
Man To Man,Gary Allan,0.578,0.779,A#/Bb,-8.908,0.0384,0.00479,0.284,0.695,111.653,220960.0,2003.0,20,True
Rhythm Divine,Enrique Iglesias,0.622,0.97,A,-2.722,0.156,0.13,0.188,0.429,102.025,209467.0,2000.0,17,True
Freeze,T-Pain Featuring Chris Brown,0.717,0.659,C,-5.706,0.0726,0.018,0.0943,0.536,119.991,218747.0,2009.0,10,True
Chain Hang Low,Jibbs,0.792,0.589,E,-6.869,0.262,0.0259,0.114,0.778,157.147,207587.0,2006.0,20,True
Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,0.904,0.693,B,-6.238,0.13,0.257,0.0734,0.963,101.01,298133.0,2003.0,20,True
No Air,Jordin Sparks Duet With Chris Brown,0.466,0.759,G#/Ab,-4.978,0.199,0.0521,0.0587,0.328,160.033,264373.0,2008.0,35,True
If My Heart Had Wings,Faith Hill,0.569,0.767,G#/Ab,-6.37,0.0331,0.0292,0.0822,0.548,123.734,215733.0,2001.0,18,True
Lost Without U,Robin Thicke,0.664,0.351,C,-12.136,0.118,0.226,0.106,0.816,113.204,254147.0,2007.0,23,True
River Of Love,George Strait,0.474,0.814,G,-6.875,0.0419,0.604,0.15,0.91,79.216,195147.0,2009.0,20,True
This Is My Now,Jordin Sparks,0.467,0.56,F#/Gb,-5.37,0.0287,0.199,0.0942,0.179,147.905,230627.0,2007.0,4,True
Beautiful Love,The Afters,0.449,0.816,G#/Ab,-3.635,0.0373,0.000172,0.225,0.394,132.022,238320.0,2006.0,7,True
100 Years,Five For Fighting,0.643,0.569,G,-7.459,0.0276,0.544,0.178,0.275,120.507,244600.0,2004.0,22,True
No Such Thing,John Mayer,0.668,0.739,E,-4.919,0.0308,0.0383,0.13,0.571,131.918,231467.0,2002.0,24,True
King Of The Dancehall,Beenie Man,0.81,0.829,F,-5.646,0.108,0.34,0.0539,0.851,104.695,217107.0,2004.0,12,True
All My Friends Say,Luke Bryan,0.683,0.9,A,-4.422,0.0333,0.0439,0.177,0.962,117.036,242800.0,2007.0,13,True
Forgot About Dre,Dr. Dre Featuring Eminem,0.924,0.74,G#/Ab,-1.299,0.0774,0.0827,0.163,0.621,133.974,222293.0,2000.0,20,True
I Know You Want Me (Calle Ocho),Pitbull,0.817,0.733,D,-6.009,0.145,0.0152,0.107,0.833,127.056,237120.0,2009.0,35,True
Someday,Nickelback,0.455,0.858,B,-5.659,0.0391,0.000616,0.226,0.597,163.118,207467.0,2004.0,50,True
I Belong To You,Lenny Kravitz,0.691,0.684,G,-7.466,0.0494,0.000652,0.106,0.651,87.309,257067.0,2000.0,9,True
The Cowboy In Me,Tim McGraw,0.488,0.569,D,-7.323,0.0294,0.076,0.0796,0.153,71.92,244507.0,2002.0,20,True
Killa,Cherish Featuring Yung Joc,0.796,0.705,F,-4.82,0.0358,0.0332,0.0809,0.774,113.964,228973.0,2008.0,15,True
Are You Happy Now?,Michelle Branch,0.484,0.827,G#/Ab,-5.324,0.046,0.0039,0.0876,0.717,179.566,230760.0,2003.0,20,True
Beer In Mexico,Kenny Chesney,0.58,0.906,D,-6.976,0.0405,0.00119,0.0933,0.476,137.97,271813.0,2007.0,17,True
Trading Places,Usher,0.696,0.643,C,-5.218,0.0447,0.000153,0.156,0.332,146.005,268240.0,2009.0,17,True
Nasty Girl,Nitty,0.939,0.984,D,-5.011,0.0465,0.0513,0.0333,0.878,121.999,247040.0,2004.0,9,True
La La Land,Demi Lovato,0.467,0.919,F#/Gb,-2.255,0.069,0.0149,0.0193,0.706,169.987,196467.0,2009.0,8,True
Just Fine,Mary J. Blige,0.923,0.795,B,-3.61,0.117,0.0394,0.101,0.588,123.022,242133.0,2008.0,22,True
Stay The Night,IMx,0.585,0.709,B,-5.604,0.0611,0.0111,0.202,0.726,183.22,219467.0,2000.0,20,True
Teardrops On My Guitar,Taylor Swift,0.626,0.44,A#/Bb,-6.942,0.0232,0.331,0.146,0.259,99.962,204707.0,2008.0,48,True
I Wish You'd Stay,Brad Paisley,0.472,0.29,G,-10.238,0.0257,0.286,0.287,0.0906,93.694,377867.0,2003.0,10,True
Shawty Get Loose,Lil Mama Featuring Chris Brown & T-Pain,0.886,0.724,C#/Db,-4.229,0.246,0.165,0.095,0.619,115.072,209507.0,2008.0,12,True
Vertigo,U2,0.416,0.819,A,-3.974,0.0613,0.000138,0.122,0.632,140.083,194520.0,2005.0,20,True
Remedy,Seether,0.55,0.952,G#/Ab,-4.664,0.0924,0.000193,0.0614,0.391,127.804,207213.0,2006.0,6,True
You're A Jerk,New Boyz,0.931,0.456,E,-6.206,0.348,0.153,0.0914,0.522,99.048,189053.0,2009.0,20,True
Big Blue Note,Toby Keith,0.739,0.709,C,-7.106,0.0312,0.426,0.226,0.758,115.301,177107.0,2005.0,12,True
Puppy Love,Lil Bow Wow Featuring Jagged Edge,0.715,0.841,F,-5.134,0.4,0.0331,0.262,0.87,169.148,209493.0,2001.0,7,True
One Call Away,Chingy Featuring J. Weav,0.765,0.821,E,-5.926,0.183,0.0918,0.217,0.962,162.519,276800.0,2004.0,20,True
Don't Make Me,Blake Shelton,0.513,0.546,F,-5.703,0.0282,0.0181,0.122,0.245,141.876,246560.0,2007.0,6,True
What You Waiting For?,Gwen Stefani,0.676,0.948,F,-2.557,0.0628,0.0509,0.384,0.731,136.027,221227.0,2005.0,20,True
Stickwitu,The Pussycat Dolls,0.655,0.54,A,-6.482,0.0516,0.268,0.068,0.43,79.983,207507.0,2006.0,26,True
Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,0.828,0.672,F#/Gb,-6.456,0.0543,0.0988,0.391,0.776,107.996,259733.0,2004.0,20,True
Right Here (Departed),Brandy,0.568,0.682,G#/Ab,-5.781,0.0439,0.256,0.231,0.366,92.99,217947.0,2009.0,18,True
Give Me You,Mary J. Blige,0.653,0.417,A,-7.86,0.0462,0.0437,0.307,0.0424,109.961,305160.0,2000.0,9,True
Lost In This Moment,Big & Rich,0.599,0.574,B,-7.363,0.0434,0.32,0.226,0.677,147.751,210843.0,2007.0,20,True
Outrageous,Britney Spears,0.828,0.662,G,-6.419,0.0461,0.0394,0.191,0.847,105.014,201907.0,2004.0,4,True
Mad World,Adam Lambert,0.533,0.83,G,-5.416,0.038,0.379,0.953,0.156,114.126,174373.0,2009.0,3,True
Oops (Oh My),Tweet,0.66,0.536,A#/Bb,-8.786,0.29,0.233,0.111,0.775,159.963,237800.0,2002.0,20,True
Fall,Clay Walker,0.55,0.543,C,-6.986,0.0287,0.193,0.0994,0.208,138.003,217080.0,2008.0,18,True
Number One Spot,Ludacris,0.542,0.946,F#/Gb,-4.279,0.378,0.0346,0.323,0.509,146.7,274467.0,2005.0,16,True
4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,0.753,0.931,D,-4.922,0.0652,0.00994,0.234,0.767,113.029,189693.0,2008.0,20,True
When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,0.52,0.379,C,-9.906,0.0279,0.619,0.108,0.208,85.934,247053.0,2006.0,20,True
Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,0.72,0.744,C#/Db,-6.938,0.12,0.237,0.255,0.619,78.953,243773.0,2007.0,24,True
Officially Missing You,Tamia,0.476,0.407,E,-9.239,0.0368,0.247,0.144,0.226,178.258,242467.0,2003.0,18,True
Goodbye To You,Michelle Branch,0.504,0.556,G#/Ab,-6.19,0.0263,0.288,0.173,0.276,81.008,251200.0,2003.0,20,True
One Last Breath,Creed,0.386,0.677,D,-5.83,0.0346,0.00841,0.341,0.195,126.602,238240.0,2003.0,34,True
D.O.A. (Death Of Auto-Tune),JAY-Z,0.569,0.869,D#/Eb,-5.432,0.217,0.0342,0.0718,0.492,86.62,256387.0,2009.0,7,True
Gangsta Lovin',Eve Featuring Alicia Keys,0.723,0.84,C#/Db,-3.523,0.0608,0.0619,0.0945,0.827,94.332,239267.0,2002.0,22,True
The Real Slim Shady,Eminem,0.949,0.661,F,-4.244,0.0572,0.0302,0.0454,0.76,104.504,284200.0,2000.0,19,True
Just A Little While,Janet Jackson,0.771,0.779,C,-3.571,0.0629,0.056,0.0831,0.972,135.1,253107.0,2004.0,6,True
Gots Ta Be,B2K,0.832,0.454,D,-4.252,0.0513,0.0402,0.0723,0.69,131.784,321200.0,2002.0,18,True
Into The Ocean,Blue October,0.758,0.606,C,-6.444,0.0325,0.282,0.144,0.361,107.95,239947.0,2007.0,20,True
Don't Say Goodbye,Paulina Rubio,0.654,0.833,F#/Gb,-5.193,0.0459,0.00396,0.231,0.696,119.874,289360.0,2002.0,16,True
Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,0.836,0.906,C#/Db,-2.902,0.279,0.000426,0.227,0.718,165.091,272347.0,2007.0,18,True
Swing,Savage Featuring Soulja Boy Tell'em,0.885,0.474,C#/Db,-8.133,0.25,0.0209,0.0895,0.794,150.072,217893.0,2008.0,20,True
Castles In The Sky,Ian Van Dahl Featuring Marsha,0.578,0.87,C,-6.422,0.0323,0.00268,0.0346,0.667,139.992,227133.0,2001.0,10,True
Can't Stop Loving You,Phil Collins,0.604,0.778,C,-5.686,0.0259,0.00726,0.114,0.419,100.155,256453.0,2003.0,20,True
I'm A Thug,Trick Daddy,0.933,0.562,B,-5.963,0.122,0.0275,0.102,0.587,139.981,254400.0,2001.0,20,True
She Loves Me Not,Papa Roach,0.598,0.955,D,-4.52,0.0916,0.00122,0.243,0.402,119.126,209573.0,2002.0,12,True
Don't Know Why,Norah Jones,0.732,0.198,F,-11.775,0.028,0.883,0.0659,0.618,88.174,186147.0,2003.0,31,True
Girl Talk,TLC,0.882,0.671,D,-5.161,0.126,0.171,0.0988,0.34,95.018,214760.0,2003.0,14,True
Mad Season,matchbox twenty,0.278,0.87,A#/Bb,-5.368,0.0547,0.13,0.286,0.577,171.992,302107.0,2001.0,20,True
"No Shoes, No Shirt, No Problems",Kenny Chesney,0.719,0.546,G,-10.239,0.032,0.243,0.181,0.669,117.925,209667.0,2003.0,20,True
I Love You This Much,Jimmy Wayne,0.364,0.45,D,-4.905,0.0288,0.382,0.122,0.198,73.279,247373.0,2004.0,15,True
Kiss The Girl,Ashley Tisdale,0.592,0.798,C,-3.196,0.0501,0.0654,0.144,0.369,130.026,204467.0,2007.0,2,True
We Need A Resolution,Aaliyah Featuring Timbaland,0.725,0.52,F#/Gb,-9.347,0.297,0.315,0.123,0.84,147.159,242267.0,2001.0,16,True
Working Class Hero,Green Day,0.3,0.643,B,-6.164,0.0366,0.0063,0.147,0.211,108.798,263733.0,2007.0,6,True
Sexy Love,Ne-Yo,0.619,0.522,G#/Ab,-6.3,0.043,0.298,0.0617,0.505,93.872,221160.0,2006.0,22,True
I Need You,Tim McGraw With Faith Hill,0.508,0.594,E,-7.067,0.0282,0.355,0.143,0.215,159.298,247973.0,2007.0,16,True
Brokenheartsville,Joe Nichols,0.686,0.631,A#/Bb,-5.182,0.0232,0.126,0.107,0.509,103.953,230360.0,2003.0,20,True
Californication,Red Hot Chili Peppers,0.592,0.767,A,-2.788,0.027,0.0021,0.127,0.328,96.483,329733.0,2000.0,19,True
Gimme More,Britney Spears,0.788,0.844,D,-3.131,0.0334,0.25,0.0723,0.382,113.324,251240.0,2008.0,20,True
Shackles (Praise You),Mary Mary,0.779,0.834,G,-2.773,0.162,0.0343,0.0886,0.8,100.46,198347.0,2000.0,20,True
Harder To Breathe,Maroon 5,0.662,0.908,C#/Db,-4.764,0.0449,0.0506,0.0508,0.967,149.941,173693.0,2004.0,22,True
Freaks,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,0.723,0.596,C#/Db,-5.677,0.153,0.0897,0.22,0.784,69.008,267987.0,2004.0,10,True
Wait (The Whisper Song),Ying Yang Twins,0.933,0.513,G,-13.203,0.347,0.00112,0.107,0.595,102.017,179160.0,2005.0,22,True
O,Omarion,0.742,0.515,C,-6.265,0.0405,0.081,0.194,0.587,120.086,280707.0,2005.0,20,True
Into The Night,Santana Featuring Chad Kroeger,0.595,0.844,G,-4.678,0.0331,0.0137,0.234,0.603,127.981,222440.0,2008.0,21,True
Give Me That,Webbie Featuring Bun B,0.675,0.781,G#/Ab,-6.035,0.28,0.00689,0.319,0.536,78.009,267520.0,2005.0,20,True
Right Now (Na Na Na),Akon,0.832,0.87,G#/Ab,-4.2,0.167,0.267,0.412,0.566,138.003,240747.0,2009.0,22,True
Hey Stephen,Taylor Swift,0.841,0.544,F#/Gb,-7.347,0.0309,0.194,0.108,0.831,115.994,254307.0,2008.0,1,True
Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",0.639,0.709,D#/Eb,-6.386,0.332,0.191,0.0758,0.376,104.964,229493.0,2008.0,18,True
Ballin' Out Of Control,Jermaine Dupri Featuring Nate Dogg,0.907,0.66,A,-5.585,0.222,0.229,0.326,0.833,97.009,188027.0,2001.0,5,True
Energy,Keri Hilson,0.427,0.767,F#/Gb,-5.783,0.143,0.0788,0.095,0.651,76.711,209840.0,2008.0,9,True
Obsessed,Mariah Carey,0.742,0.468,A#/Bb,-5.557,0.0625,0.0465,0.826,0.369,86.443,242200.0,2009.0,21,True
Give It Away,George Strait,0.674,0.646,F,-5.876,0.027,0.486,0.262,0.613,148.1,209320.0,2006.0,19,True
Collide,Howie Day,0.636,0.625,B,-7.895,0.0277,0.222,0.119,0.342,93.931,249120.0,2005.0,32,True
We Thuggin',Fat Joe Featuring R. Kelly,0.896,0.649,G#/Ab,-3.792,0.208,0.177,0.0759,0.822,99.107,213533.0,2002.0,20,True
I Need A Hot Girl,Hot Boys,0.815,0.797,D,-6.304,0.186,0.0557,0.641,0.65,96.006,292840.0,2000.0,13,True
Dude,Beenie Man Featuring Ms. Thing,0.71,0.653,F,-8.305,0.236,0.111,0.11,0.943,94.007,254867.0,2004.0,26,True
Tell Her,Lonestar,0.607,0.619,E,-6.34,0.0275,0.664,0.108,0.323,133.996,250253.0,2001.0,20,True
Homecoming,Kanye West Featuring Chris Martin,0.667,0.747,C#/Db,-7.059,0.189,0.337,0.115,0.918,86.917,203493.0,2008.0,7,True
Wave On Wave,Pat Green,0.671,0.757,D,-5.275,0.0252,0.178,0.0675,0.361,103.551,244373.0,2004.0,20,True
Just For You,Lionel Richie,0.657,0.599,B,-8.388,0.03,0.1,0.0957,0.531,115.007,250467.0,2004.0,17,True
Me Love,Sean Kingston,0.66,0.847,C#/Db,-3.25,0.191,0.0628,0.112,0.925,180.01,204293.0,2008.0,18,True
"My, Oh My",The Wreckers,0.508,0.843,C,-4.433,0.0349,0.211,0.254,0.766,176.043,210187.0,2007.0,3,True
Jai Ho! (You Are My Destiny),A R Rahman & The Pussycat Dolls Featuring Nicole Scherzinger,0.657,0.941,G#/Ab,-3.919,0.061,0.0476,0.0797,0.879,136.202,222400.0,2009.0,13,True
Bow Wow (That's My Name),Lil Bow Wow,0.92,0.677,D,-3.484,0.266,0.216,0.0981,0.939,91.939,223267.0,2001.0,20,True
Something,Lasgo,0.643,0.981,G,-6.644,0.0439,0.0271,0.11,0.38,140.01,220973.0,2003.0,20,True
The Whole World,OutKast Featuring Killer Mike,0.815,0.852,D,-6.176,0.401,0.0958,0.0288,0.717,184.666,295347.0,2002.0,20,True
What About Now,Daughtry,0.387,0.862,A,-2.219,0.0457,0.107,0.103,0.337,161.984,251627.0,2009.0,20,True
Where I Wanna Be,Donell Jones,0.664,0.396,F,-9.131,0.0298,0.52,0.268,0.453,102.053,253627.0,2000.0,20,True
Wouldn't Get Far,The Game Featuring Kanye West,0.434,0.764,E,-5.367,0.276,0.152,0.425,0.702,92.605,251040.0,2007.0,9,True
Don't Stop The Music,Rihanna,0.835,0.669,F#/Gb,-5.582,0.0643,0.0336,0.0535,0.542,122.668,267080.0,2008.0,30,True
The Hand Clap,Hurricane Chris Featuring Big Poppa,0.805,0.723,G,-6.808,0.224,0.00679,0.244,0.641,88.006,261827.0,2007.0,6,True
Would You Go With Me,Josh Turner,0.605,0.864,F#/Gb,-5.365,0.0292,0.13,0.113,0.736,122.918,228187.0,2006.0,20,True
No One Knows,Queens Of The Stone Age,0.511,0.581,C,-4.93,0.0581,0.031,0.367,0.668,170.852,278707.0,2003.0,20,True
You,Ryan Duarte,0.805,0.772,D#/Eb,-5.734,0.0278,0.12,0.0594,0.969,130.033,208427.0,2004.0,14,True
I Wish,R. Kelly,0.42,0.463,F#/Gb,-9.056,0.12,0.068,0.119,0.659,78.83,334000.0,2001.0,22,True
Sleep On It,Danity Kane,0.749,0.595,D,-7.721,0.12,0.0215,0.087,0.819,161.986,203240.0,2006.0,2,True
What Do Ya Think About That,Montgomery Gentry,0.592,0.795,G,-6.13,0.0291,0.0504,0.0852,0.705,157.067,217947.0,2008.0,20,True
Gallery,Mario Vazquez,0.593,0.651,A,-6.904,0.135,0.0169,0.141,0.323,86.535,223613.0,2006.0,20,True
Live Like You Were Dying,Tim McGraw,0.416,0.546,G,-7.728,0.0297,0.492,0.0845,0.418,159.929,300333.0,2005.0,23,True
Some Cut,Trillville Featuring Cutty,0.901,0.512,C#/Db,-6.468,0.37,0.00273,0.0979,0.638,85.012,283387.0,2005.0,25,True
"Whenever, Wherever",Shakira,0.793,0.832,C#/Db,-4.862,0.0406,0.236,0.202,0.872,107.661,196160.0,2002.0,24,True
Dreaming With A Broken Heart,John Mayer,0.608,0.351,C,-9.316,0.03,0.557,0.201,0.157,135.976,245747.0,2007.0,2,True
Conceited (There's Something About Remy),Remy Ma,0.704,0.571,B,-7.786,0.508,0.217,0.184,0.582,123.855,219560.0,2006.0,5,True
Air Force Ones,"Nelly Featuring Kyjuan, Ali & Murphy Lee",0.784,0.459,E,-9.74,0.317,0.0847,0.079,0.618,164.062,304000.0,2003.0,20,True
About Us,Brooke Hogan Featuring Paul Wall,0.805,0.796,C#/Db,-3.904,0.262,0.209,0.311,0.699,83.339,203347.0,2006.0,17,True
Love Remains The Same,Gavin Rossdale,0.406,0.632,E,-5.115,0.0344,0.236,0.18,0.109,149.258,249440.0,2009.0,31,True
La Camisa Negra,Juanes,0.751,0.731,F#/Gb,-4.419,0.0308,0.0838,0.0556,0.973,97.007,216707.0,2005.0,13,True
Lying From You,Linkin Park,0.535,0.951,D#/Eb,-3.324,0.18,0.00777,0.0669,0.723,160.102,175373.0,2004.0,18,True
Snow ((Hey Oh)),Red Hot Chili Peppers,0.427,0.9,B,-3.674,0.0499,0.116,0.119,0.599,104.655,334667.0,2007.0,20,True
Never Let You Go,Third Eye Blind,0.728,0.94,E,-5.034,0.0368,0.0814,0.109,0.967,113.76,237240.0,2000.0,22,True
Love's The Only House,Martina McBride,0.711,0.616,A,-6.998,0.0263,0.0177,0.106,0.515,122.857,312573.0,2000.0,20,True
Never Say Never,The Fray,0.23,0.492,G#/Ab,-5.767,0.0317,0.568,0.176,0.262,160.139,256613.0,2009.0,20,True
Switch,Will Smith,0.877,0.885,C#/Db,-4.966,0.17,0.007,0.557,0.517,102.507,196653.0,2005.0,28,True
You Found Me,The Fray,0.338,0.803,G#/Ab,-5.412,0.0413,0.0187,0.136,0.4,151.994,241853.0,2009.0,39,True
Signs,Snoop Dogg Featuring Charlie Wilson & Justin Timberlake,0.934,0.706,G,-5.317,0.178,0.0305,0.136,0.614,112.962,236480.0,2005.0,14,True
Who You'd Be Today,Kenny Chesney,0.646,0.431,D,-9.287,0.029,0.149,0.108,0.248,145.855,254573.0,2006.0,17,True
Where The Blacktop Ends,Keith Urban,0.496,0.94,D,-3.332,0.0373,0.289,0.251,0.95,158.967,186293.0,2001.0,20,True
Sometimes You Can't Make It On Your Own,U2,0.53,0.597,D,-5.652,0.0247,0.00275,0.105,0.346,96.0,305080.0,2005.0,3,True
Differences,Ginuwine,0.562,0.594,D#/Eb,-4.578,0.0558,0.318,0.311,0.423,62.876,265533.0,2002.0,30,True
